run_id,ALPHA_Q_UPD,TAU_A_START,TAU_A_END,PATIENT_HABIT_STRENGTH,PATIENT_INFO_ASYMMETRY,WAIT_TOLERANCE_A0,score,n_targets_used,n_targets_in,pass_all,capacity_county_last,capacity_county_mean,capacity_primary_last,capacity_primary_mean,capacity_secondary_last,capacity_secondary_mean,capacity_township_last,capacity_township_mean,flow_share_county_mean,flow_share_primary_mean,insurance_county_share_mean,insurance_primary_share_mean,insurance_total_mean,referral_success_rate_mean,severity_county_mean,severity_primary_mean
57,0.22620430439079953,0.3233552873647094,0.030620042733207613,0.3879972042457974,0.08765893479988458,7.428090755178463,0.0,6,6,True,1200.0,1200.0,675.5343020162992,686.3543572717676,144.49707711642725,159.71713237189707,531.037224899872,526.6372248998732,0.40712860507869203,0.5928713924612551,0.7438329046235478,0.2561670953764525,177688.80093460347,0.0,0.5965611745207332,0.24926254887072385
58,0.28484093550270395,0.297232212756896,0.05156339677927138,0.22729082640830556,0.07655975131519462,9.438813806636718,0.0,6,6,True,1320.0,1320.0,772.4685738939172,798.8940781991673,178.55746248442728,175.4679949240871,593.91111140949,623.4260832750796,0.41252528432173496,0.5874747132332998,0.7483453806398491,0.2516546193601508,179805.81050703957,0.0,0.5953879300041207,0.24926607281835786
70,0.25966991121897065,0.28858844882999807,0.06732091287633866,0.2849848413149654,0.1013996763560183,6.749261094293974,0.0,6,6,True,1100.8560335999996,1425.1953284159993,797.16608,803.8122253534646,212.47008,219.36550535346439,584.696,584.4467200000005,0.4167874406961159,0.5832125568838009,0.7503989607602545,0.24960103923974594,182838.18556098547,0.0,0.5955007883123458,0.2511862619507188
78,0.2524372452640512,0.28592714502339234,0.033886302566778485,0.3151684369043719,0.13579860660677323,8.238742132279864,0.0,6,6,True,1410.0,1410.0,847.3571159368109,844.9896003932715,149.07470050801084,154.48839050855165,698.2824154288,690.5012098847197,0.4115503595322736,0.5884496380369556,0.7484546588449942,0.2515453411550055,181257.77948501013,0.0,0.5992107149505853,0.24880566024985523
79,0.22446561024384756,0.2815456553719945,0.06166501728449048,0.22742246952198866,0.138075036552657,8.233041055102587,0.0,6,6,True,1500.0,1500.0,781.2136717914952,787.3763700377318,173.49977419149525,176.4237582297309,607.7138976,610.9526118079998,0.44379208938042425,0.5562079082143798,0.769916531342179,0.23008346865782106,189429.00601371302,0.0,0.5856581852928248,0.2494017665495086
96,0.20924531253230103,0.2726722282389759,0.03959794752631143,0.2713586400864642,0.056291648776280824,9.287832328681834,0.0,6,6,True,1500.0,1500.0,773.3420121455842,743.5740663514551,225.6924521455842,191.41427091971616,547.6495600000001,552.1597954317381,0.4392190742979477,0.5607809232994607,0.7672432053847608,0.23275679461523968,188714.67106886365,0.0,0.588349576787872,0.24822310502370817
64,0.21038589486512865,0.2541078507739249,0.059148455748823076,0.2929683103399679,0.06854353743168712,9.168458408441472,4.091714941983509e-06,6,5,False,1500.0,1500.0,759.7863955747733,774.5298864374414,169.85758884197332,186.3210744807043,589.9288067328,588.2088119567367,0.4377129953831188,0.5622870022400277,0.7657645314714457,0.23423546852855437,190247.74124430493,0.0,0.5863410929826134,0.2495614972581428
25,0.26836828722074013,0.3071234425938202,0.04263754433526105,0.38974787696275703,0.1471832555000565,7.909480463621058,1.4569484484619941e-05,6,5,False,1500.0,1500.0,776.7461732672817,773.0774166687407,172.51913476740967,168.85037816887,604.227038499872,604.2270384998716,0.4441308670594981,0.5558691305506898,0.7700642126795921,0.2299357873204078,190467.4850449686,0.0,0.5847519494160709,0.24930140627156588
89,0.2631774493863638,0.26003033369897843,0.05579761818781005,0.3645158218783476,0.06977938475583378,6.353368378630504,3.1312437560631934e-05,6,5,False,1500.0,1500.0,824.1229303102544,791.9121010491596,210.41691966704684,189.79795568700712,613.7060106432076,602.1141453621534,0.43896941554145164,0.5610305820810925,0.7668797941067271,0.23312020589327317,190685.33682478726,0.0,0.5879011092696554,0.25023773767848
75,0.23288361934905075,0.2812499749121746,0.0625389310843999,0.26385706838397804,0.11491147892973048,8.207844092500295,5.0883571694846655e-05,6,5,False,1500.0,1500.0,719.2389644654282,726.3305924290765,147.7653644654283,153.86242260469865,571.4735999999999,572.4681698243782,0.44734695253405954,0.5526530450701008,0.7725674770775117,0.22743252292248797,190873.6438493017,0.0,0.5853460089203018,0.2490048232860538
33,0.2586281209608276,0.34488851656245256,0.04987587509536361,0.3877802622113169,0.07870234451893092,6.970452806055725,5.2003198151432006e-05,6,5,False,1500.0,1500.0,814.4011619500152,811.0482842239237,195.45336195001533,190.73728422392495,618.9477999999999,620.3110000000011,0.44366303638969984,0.5563369612251412,0.7697411865281834,0.23025881347181684,190883.20324516585,0.0,0.5848155107992955,0.24977892325724865
28,0.24312763983504163,0.2506401329063654,0.06281851088954356,0.3329873391983375,0.08330013922880215,7.2885447113660895,0.00010292700285403417,6,5,False,1464.0,1464.0,756.5944209946628,762.5095495724272,154.6509257786627,167.61778395642733,601.9434952160001,594.891765616,0.4428859768465012,0.5571140207797831,0.7688886631228182,0.2311113368771818,191242.53975502215,0.0,0.5832473065632456,0.2496376626145844
3,0.2353757187723941,0.3327835046359062,0.04954692569842522,0.26838816770447177,0.0791191614609866,8.65405183908036,0.00011751541652227376,6,5,False,1500.0,1500.0,825.2743162683003,813.6437076652207,192.5360762683002,181.3983976326101,632.73824,632.2453100326098,0.4481744011223568,0.5518255964897815,0.7728203815367618,0.2271796184632384,191327.6788948515,0.0,0.5834367939177207,0.24901944056230643
62,0.2018535221238932,0.3144572295337644,0.041259772868399956,0.3471484070207273,0.0797058117760314,9.287268950355472,0.00017813271455607111,6,5,False,1500.0,1500.0,804.2494717075283,795.2579556231221,222.21707170752825,211.35273962312155,582.0324,583.9052159999993,0.44493675097280233,0.5550632466472373,0.7705171345135255,0.2294828654864747,191634.62250025535,0.0,0.5854293075384286,0.2513960720072674
6,0.21915057709472238,0.3135524583540237,0.054692960233461756,0.3555217181146787,0.09798939002624571,8.543977281343523,0.0003079923796352211,6,5,False,1500.0,1500.0,810.2187575067877,810.8355513816928,204.96293350678775,192.98551064569347,605.255824,617.8500407359998,0.4472232047204616,0.5527767929060614,0.771981835264204,0.2280181647357958,192149.39193599686,0.0,0.5826979623038681,0.24974706827560886
91,0.28592932013835887,0.3347538731353087,0.04990606868025391,0.3274790095413508,0.09916426922779026,8.012872869638075,0.0003348650466647376,6,5,False,1500.0,1500.0,759.9587173652537,761.529630374268,179.88545136721365,180.22186441912189,580.07326599804,581.3077659551468,0.4495885251780717,0.5504114724358601,0.7741297660506703,0.22587023394932942,192241.1996118086,0.0,0.5855091706333072,0.2488140700105781
76,0.2031658191692572,0.25067425211761457,0.06012019816278346,0.289064432190973,0.09291496351900695,8.499501281879091,0.0005144342397963263,6,5,False,1500.0,1500.0,795.488199757113,784.8310299651471,216.206199757113,199.14870196514778,579.2819999999999,585.6823279999991,0.4501821258738846,0.5498178717467282,0.7741309803544664,0.22586901964553355,192777.86133508224,0.0,0.5838703681070228,0.24952580567831986
94,0.28197452644957377,0.3221358002614118,0.06562399331036783,0.22863946523266945,0.1143534478722928,9.958578302825806,0.0009325282346670737,6,5,False,1500.0,1500.0,754.375829722593,729.4200575156648,187.30919122272098,162.35341901579363,567.066638499872,567.0666384998711,0.4518343663071087,0.548165631318318,0.7754927571860493,0.2245072428139512,193740.04325108763,0.0,0.5842130704358889,0.24991454342307962
98,0.20074348955134916,0.26384531220588203,0.059806179517759774,0.302735035543317,0.13492725114935605,6.228811005657601,0.004436583200824713,6,5,False,1500.0,1500.0,940.788708,906.496220563332,232.8,218.44895408664968,707.988708,688.0472664766816,0.4197817955903586,0.5802182019914972,0.7536556104964954,0.2463443895035042,183804.98041354187,0.0,0.5958072189855284,0.25103615450964845
