period,budget,surplus_rate,county_defense_strategy,strategic_behavior,budget_utilization
41,682472.1483406146,0.7622195845196857,0.6,0,0.23778041548031428
42,682472.1483406146,0.7221926351249796,0.6,0,0.27780736487502034
43,682472.1483406146,0.7563102519141608,0.6,0,0.2436897480858392
44,682472.1483406146,0.7544611424768966,0.6,0,0.24553885752310345
45,682472.1483406146,0.7727521801720453,0.6,0,0.22724781982795478
46,682472.1483406146,0.7626162708939749,0.6,0,0.23738372910602515
47,682472.1483406146,0.7558016744485941,0.6,0,0.24419832555140583
48,682472.1483406146,0.7527755685843719,0.0,0,0.2472244314156282
49,682472.1483406146,0.7305670473655742,0.0,0,0.2694329526344258
50,682472.1483406146,0.718786275460893,0.0,0,0.2812137245391069
51,682472.1483406146,0.7467112550658607,0.0,0,0.2532887449341394
52,591346.0428114443,0.6819507762937431,0.3,0,0.3180492237062569
53,591346.0428114443,0.6861447376011564,0.0,0,0.31385526239884365
54,591346.0428114443,0.6973939517706033,0.0,0,0.3026060482293967
55,591346.0428114443,0.6911994206208018,0.0,0,0.30880057937919825
56,591346.0428114443,0.7220589135905489,0.0,0,0.27794108640945125
57,591346.0428114443,0.7541320543681206,0.0,0,0.2458679456318795
58,591346.0428114443,0.6934221878097775,0.0,0,0.3065778121902225
59,591346.0428114443,0.759279995840209,0.0,0,0.240720004159791
60,591346.0428114443,0.7082409567148632,0.0,0,0.2917590432851368
61,591346.0428114443,0.6501232440520387,0.0,0,0.3498767559479613
62,591346.0428114443,0.633018486824358,0.0,0,0.36698151317564204
63,591346.0428114443,0.7074847315374425,0.0,0,0.2925152684625575
64,591346.0428114443,0.6810492987394567,0.0,0,0.3189507012605433
65,591346.0428114443,0.7095092571950969,1.0,0,0.29049074280490306
66,591346.0428114443,0.6859518120290607,1.0,0,0.31404818797093936
67,591346.0428114443,0.701045035946659,1.0,0,0.29895496405334104
68,591346.0428114443,0.71001342377126,1.0,0,0.28998657622874
69,591346.0428114443,0.7327597628001844,1.0,0,0.2672402371998156
70,591346.0428114443,0.722144603899391,1.0,0,0.27785539610060905
71,591346.0428114443,0.7261466535880774,1.0,0,0.27385334641192255
72,591346.0428114443,0.7015277741480833,1.0,0,0.29847222585191663
73,591346.0428114443,0.7069072874769593,1.0,0,0.2930927125230406
74,591346.0428114443,0.6693969001943032,0.3,0,0.3306030998056967
75,591346.0428114443,0.6847058341328309,0.3,0,0.3152941658671691
76,591346.0428114443,0.6988522917607998,0.3,0,0.30114770823920023
77,591346.0428114443,0.710320758519879,0.3,0,0.289679241480121
78,475864.4839512789,0.6004087611009029,0.3,0,0.39959123889909703
79,475864.4839512789,0.6338279070307611,0.0,0,0.3661720929692389
80,475864.4839512789,0.647638896280735,0.0,0,0.35236110371926493
81,475864.4839512789,0.6587867697640519,0.0,0,0.34121323023594813
82,475864.4839512789,0.6450227854037481,0.0,0,0.3549772145962519
83,475864.4839512789,0.6642984182416027,0.0,0,0.3357015817583973
84,475864.4839512789,0.6369361688426864,0.0,0,0.3630638311573135
85,475864.4839512789,0.585146395047635,0.0,0,0.41485360495236506
86,475864.4839512789,0.6236903729302806,0.0,0,0.3763096270697194
87,475864.4839512789,0.6264780976600094,0.0,0,0.37352190233999066
88,475864.4839512789,0.5823603577787471,0.0,0,0.41763964222125294
89,475864.4839512789,0.6143522051115757,0.0,0,0.38564779488842427
90,475864.4839512789,0.6481253700312244,0.0,0,0.35187462996877555
91,475864.4839512789,0.6152028470424635,1.0,0,0.38479715295753647
92,475864.4839512789,0.6934737091837758,1.0,0,0.3065262908162242
93,475864.4839512789,0.6759455034301753,1.0,0,0.32405449656982466
94,475864.4839512789,0.6226628357792439,1.0,0,0.377337164220756
95,475864.4839512789,0.6835108368441333,1.0,0,0.3164891631558666
96,475864.4839512789,0.6266653533868365,1.0,0,0.37333464661316346
97,475864.4839512789,0.611858563605976,1.0,0,0.388141436394024
98,475864.4839512789,0.6132381214609425,1.0,0,0.3867618785390575
99,475864.4839512789,0.5960468374125281,1.0,0,0.40395316258747194
100,475864.4839512789,0.6325678812915083,0.3,0,0.3674321187084917
101,475864.4839512789,0.6365811550193243,0.3,0,0.36341884498067567
102,475864.4839512789,0.6708874115168755,0.3,0,0.3291125884831245
103,475864.4839512789,0.665411489067698,0.3,0,0.3345885109323021
104,392344.08965478354,0.5820178202499087,0.3,0,0.41798217975009133
105,392344.08965478354,0.5822016336353959,0.0,0,0.41779836636460405
106,392344.08965478354,0.6126325472037916,0.0,0,0.38736745279620843
107,392344.08965478354,0.546113329909618,0.0,0,0.4538866700903819
108,392344.08965478354,0.5982918244980365,0.0,0,0.4017081755019635
109,392344.08965478354,0.5244400748480316,0.0,0,0.4755599251519685
110,392344.08965478354,0.5521030712061766,0.0,0,0.4478969287938233
111,392344.08965478354,0.5065844271484431,0.0,0,0.49341557285155696
112,392344.08965478354,0.5020723114121229,0.0,0,0.49792768858787706
113,392344.08965478354,0.565325020310575,0.0,0,0.434674979689425
114,392344.08965478354,0.5266454189903765,0.0,0,0.47335458100962347
115,392344.08965478354,0.5371555062345893,0.0,0,0.46284449376541065
116,392344.08965478354,0.6428095175935986,0.0,0,0.3571904824064014
117,392344.08965478354,0.587218331781075,1.0,0,0.412781668218925
118,392344.08965478354,0.5890138119780557,1.0,0,0.41098618802194425
119,392344.08965478354,0.5933099008718817,1.0,0,0.40669009912811827
120,392344.08965478354,0.5895415493836382,1.0,0,0.41045845061636177
121,392344.08965478354,0.49116611182151293,1.0,0,0.5088338881784871
122,392344.08965478354,0.5148872669612629,1.0,0,0.4851127330387371
123,392344.08965478354,0.5735442637478478,1.0,0,0.4264557362521521
124,392344.08965478354,0.527311269324884,1.0,0,0.472688730675116
125,392344.08965478354,0.5991691644707378,1.0,0,0.40083083552926224
126,392344.08965478354,0.5861801465483868,0.3,0,0.4138198534516132
127,392344.08965478354,0.5969159198495676,0.3,0,0.4030840801504324
128,392344.08965478354,0.5536486568957191,0.3,0,0.4463513431042809
129,392344.08965478354,0.5826381799325934,0.3,0,0.4173618200674066
130,331849.4429334644,0.5286486840779935,0.3,0,0.47135131592200646
131,331849.4429334644,0.525312517338288,0.0,0,0.47468748266171207
132,331849.4429334644,0.44417473966261967,0.0,0,0.5558252603373803
133,331849.4429334644,0.5079517776452916,0.0,0,0.4920482223547084
134,331849.4429334644,0.4712510696358517,0.0,0,0.5287489303641483
135,331849.4429334644,0.4156563197296766,0.0,0,0.5843436802703235
136,331849.4429334644,0.3991671212085351,0.0,0,0.6008328787914649
137,331849.4429334644,0.39831660196550567,0.0,0,0.6016833980344943
138,331849.4429334644,0.5424553804648152,0.0,0,0.45754461953518477
139,331849.4429334644,0.562262805154679,0.0,0,0.437737194845321
140,331849.4429334644,0.5139725472297532,0.0,0,0.4860274527702469
141,331849.4429334644,0.468418112092809,0.0,0,0.531581887907191
142,331849.4429334644,0.5104843878087686,0.0,0,0.4895156121912314
143,331849.4429334644,0.518133355970271,1.0,0,0.481866644029729
144,331849.4429334644,0.44497074243650564,1.0,0,0.5550292575634944
145,331849.4429334644,0.4962582450043156,1.0,0,0.5037417549956844
146,331849.4429334644,0.47499028688229217,1.0,0,0.5250097131177078
147,331849.4429334644,0.47607696684651013,1.0,0,0.5239230331534899
148,331849.4429334644,0.47722482374302805,1.0,0,0.5227751762569719
149,331849.4429334644,0.5070419356764537,1.0,0,0.4929580643235462
150,331849.4429334644,0.5491370435843179,1.0,0,0.450862956415682
151,331849.4429334644,0.5297793614242176,1.0,0,0.4702206385757824
152,331849.4429334644,0.5432695184056783,0.3,0,0.4567304815943217
153,331849.4429334644,0.609816857295647,0.3,0,0.3901831427043529
154,331849.4429334644,0.5548816187416298,0.3,0,0.4451183812583702
155,331849.4429334644,0.5339533734915112,0.3,0,0.4660466265084888
156,287035.95990695,0.3579780529673315,0.3,0,0.6420219470326685
157,287035.95990695,0.3925206293290881,0.0,0,0.6074793706709118
158,287035.95990695,0.4237170534659629,0.0,0,0.5762829465340371
159,287035.95990695,0.3591280048237593,0.0,0,0.6408719951762407
160,287035.95990695,0.37785142843011243,0.0,0,0.6221485715698876
161,287035.95990695,0.383517431700136,0.0,0,0.616482568299864
162,287035.95990695,0.42130081499394173,0.0,0,0.5786991850060582
163,287035.95990695,0.37741089175572595,0.0,0,0.622589108244274
164,287035.95990695,0.3757965147440567,0.0,0,0.6242034852559434
165,287035.95990695,0.41808076473760836,0.0,0,0.5819192352623916
166,287035.95990695,0.39620613486897466,0.0,0,0.6037938651310254
167,287035.95990695,0.3954219265648284,0.0,0,0.6045780734351717
168,287035.95990695,0.3672200734570474,0.0,0,0.6327799265429526
169,287035.95990695,0.35478849237318627,1.0,0,0.6452115076268138
170,287035.95990695,0.3303105793787672,1.0,0,0.6696894206212328
171,287035.95990695,0.3494487777878393,1.0,0,0.6505512222121608
172,287035.95990695,0.34628820217652945,1.0,0,0.6537117978234706
173,287035.95990695,0.39150193245901416,1.0,0,0.6084980675409858
174,287035.95990695,0.383236370544543,1.0,0,0.616763629455457
175,287035.95990695,0.47482049433370904,1.0,0,0.5251795056662909
176,287035.95990695,0.3830634221661433,1.0,0,0.6169365778338567
177,287035.95990695,0.48995378496410585,1.0,0,0.5100462150358942
178,287035.95990695,0.4931400710455091,0.3,0,0.5068599289544908
179,287035.95990695,0.4326178649791913,0.3,0,0.5673821350208087
180,287035.95990695,0.4076921525869758,0.3,0,0.5923078474130242
181,287035.95990695,0.3554156791879093,0.3,0,0.6445843208120907
182,257432.30455302223,0.25684813108282484,0.3,0,0.7431518689171751
183,257432.30455302223,0.36427124620880186,0.0,0,0.6357287537911981
184,257432.30455302223,0.3142174360337884,0.0,0,0.6857825639662116
185,257432.30455302223,0.4089486283853025,0.0,0,0.5910513716146975
186,257432.30455302223,0.34380782856505415,0.0,0,0.6561921714349459
187,257432.30455302223,0.3795381730757461,0.0,0,0.6204618269242539
188,257432.30455302223,0.41871216847206305,0.0,0,0.581287831527937
189,257432.30455302223,0.37919535951894645,0.0,0,0.6208046404810535
190,257432.30455302223,0.4600894655447361,0.0,0,0.5399105344552639
191,257432.30455302223,0.3596257850927718,0.3,0,0.6403742149072281
192,257432.30455302223,0.34082011613020563,0.6,0,0.6591798838697944
193,257432.30455302223,0.2617343782127898,0.0,0,0.7382656217872102
194,257432.30455302223,0.272714985845958,1.0,0,0.727285014154042
195,257432.30455302223,0.3426576569205321,1.0,0,0.6573423430794678
196,257432.30455302223,0.2792026389086665,1.0,0,0.7207973610913335
197,257432.30455302223,0.3741884856000322,1.0,0,0.6258115143999677
198,257432.30455302223,0.2883748754324115,1.0,0,0.7116251245675885
199,257432.30455302223,0.37256215395887987,1.0,0,0.6274378460411202
200,257432.30455302223,0.45301819355816786,1.0,0,0.5469818064418321
201,257432.30455302223,0.40987676589189376,1.0,0,0.5901232341081062
202,257432.30455302223,0.46219875520943704,0.6,0,0.5378012447905629
203,257432.30455302223,0.4361782874004001,1.0,0,0.5638217125995999
204,257432.30455302223,0.31409077830299575,0.3,0,0.6859092216970042
205,257432.30455302223,0.2998014256734068,0.3,0,0.7001985743265933
206,257432.30455302223,0.4087078307104456,0.3,0,0.5912921692895544
207,257432.30455302223,0.24577165927754419,0.3,0,0.7542283407224558
208,233826.29726187952,0.3108790077016646,0.3,0,0.6891209922983353
209,233826.29726187952,0.3230069999303283,1.0,0,0.6769930000696718
210,233826.29726187952,0.2669824308517004,1.0,0,0.7330175691482995
211,233826.29726187952,0.37655223193416165,0.3,0,0.6234477680658383
212,233826.29726187952,0.2938702602261961,0.0,0,0.7061297397738039
213,233826.29726187952,0.23004431154369476,1.0,0,0.7699556884563052
214,233826.29726187952,0.30503772634690507,0.0,0,0.6949622736530949
215,233826.29726187952,0.2699011054017669,0.3,0,0.7300988945982331
216,233826.29726187952,0.2534101787032268,0.6,0,0.7465898212967732
217,233826.29726187952,0.2807429438080168,1.0,0,0.7192570561919832
218,233826.29726187952,0.26835990585746655,0.6,0,0.7316400941425334
219,233826.29726187952,0.11415068969427968,0.0,0,0.8858493103057203
220,233826.29726187952,0.2894348942283847,0.0,0,0.7105651057716154
221,233826.29726187952,0.3500588816301744,1.0,0,0.6499411183698256
222,233826.29726187952,0.33078849468635924,0.6,0,0.6692115053136407
223,233826.29726187952,0.29984555489827197,0.0,0,0.700154445101728
224,233826.29726187952,0.365736659234222,1.0,0,0.6342633407657781
225,233826.29726187952,0.3414509989817927,0.3,0,0.6585490010182073
226,233826.29726187952,0.2571531649821135,1.0,0,0.7428468350178865
227,233826.29726187952,0.3472163134537562,0.3,0,0.6527836865462439
228,233826.29726187952,0.2822643240283416,0.0,0,0.7177356759716583
229,233826.29726187952,0.21123749587147633,0.3,0,0.7887625041285237
230,233826.29726187952,0.11275298799306765,0.6,0,0.8872470120069323
231,233826.29726187952,0.23446023908014565,0.3,0,0.7655397609198543
232,233826.29726187952,0.2078104237961384,0.3,0,0.7921895762038617
233,233826.29726187952,0.1799028817359908,0.3,0,0.8200971182640092
234,218169.6901109836,0.25779864335872615,1.0,1,0.7422013566412738
235,218169.6901109836,0.19614653657009992,0.0,0,0.8038534634299
236,218169.6901109836,0.2513255224931798,0.6,0,0.7486744775068201
237,218169.6901109836,0.27265703991883455,1.0,0,0.7273429600811655
238,218169.6901109836,0.24167241960474606,0.3,0,0.7583275803952539
239,218169.6901109836,0.3194821322913899,0.3,0,0.6805178677086101
240,218169.6901109836,0.18337120569406992,0.0,0,0.81662879430593
241,218169.6901109836,0.19360446254123728,0.6,0,0.8063955374587627
242,218169.6901109836,0.11191463483704661,1.0,0,0.8880853651629534
243,218169.6901109836,0.2128675908115658,0.3,0,0.7871324091884342
244,218169.6901109836,0.23297136502482763,0.6,0,0.7670286349751724
245,218169.6901109836,0.1704593109459076,0.0,0,0.8295406890540924
246,218169.6901109836,0.2578444316656306,1.0,0,0.7421555683343695
247,218169.6901109836,0.2192946339679111,0.6,0,0.780705366032089
248,218169.6901109836,0.3565274768100724,0.3,0,0.6434725231899276
249,218169.6901109836,0.32500799123553864,1.0,0,0.6749920087644614
250,218169.6901109836,0.25122798014256387,0.6,0,0.7487720198574361
251,218169.6901109836,0.27748295649210447,0.3,0,0.7225170435078956
252,218169.6901109836,0.2114996946073191,0.3,0,0.7885003053926809
253,218169.6901109836,0.12304821648435128,0.0,0,0.8769517835156487
254,218169.6901109836,0.21068526649280142,0.0,0,0.7893147335071986
255,218169.6901109836,0.08949633718589882,0.6,0,0.9105036628141012
256,218169.6901109836,0.22692990251142797,0.0,0,0.773070097488572
257,218169.6901109836,0.26946878539404623,0.6,1,0.7305312146059538
258,218169.6901109836,0.17355111380407665,0.3,0,0.8264488861959234
259,218169.6901109836,0.21413052249321188,0.0,0,0.7858694775067881
260,206714.6078620622,0.242296695859322,0.6,1,0.757703304140678
261,206714.6078620622,0.21792675601574787,1.0,0,0.7820732439842522
262,206714.6078620622,0.23906579554056714,0.3,0,0.7609342044594328
263,206714.6078620622,0.17252742578718824,0.0,0,0.8274725742128117
264,206714.6078620622,0.20521259200288663,0.6,0,0.7947874079971133
265,206714.6078620622,0.07813049882847706,0.3,0,0.9218695011715229
266,206714.6078620622,0.16797847172389438,0.3,0,0.8320215282761056
267,206714.6078620622,0.022966848187448315,0.3,0,0.9770331518125517
268,206714.6078620622,0.30714550303343513,1.0,0,0.6928544969665649
269,206714.6078620622,0.06900638793333527,0.6,0,0.9309936120666648
270,206714.6078620622,0.11784182157261745,0.0,0,0.8821581784273825
271,206714.6078620622,0.251029565335717,0.6,0,0.748970434664283
272,206714.6078620622,0.2863240173977747,0.0,0,0.7136759826022253
273,206714.6078620622,0.2465767322735069,1.0,0,0.7534232677264932
274,206714.6078620622,0.2539806374497115,0.0,0,0.7460193625502886
275,206714.6078620622,0.13544430084408968,0.6,0,0.8645556991559104
276,206714.6078620622,0.1308900380201793,0.0,0,0.8691099619798207
277,206714.6078620622,0.09813281189072737,1.0,0,0.9018671881092727
278,206714.6078620622,0.13317517679218976,0.6,0,0.8668248232078103
279,206714.6078620622,0.2109857621803206,0.3,0,0.7890142378196794
280,206714.6078620622,0.014502104356224978,0.3,0,0.985497895643775
281,206714.6078620622,0.16367140941082478,1.0,0,0.8363285905891752
282,206714.6078620622,0.20609745817022015,1.0,1,0.7939025418297798
283,206714.6078620622,0.22980020604142692,0.3,0,0.7701997939585731
284,206714.6078620622,0.18677963292898725,0.6,1,0.8132203670710128
285,206714.6078620622,0.24234009631109313,1.0,1,0.7576599036889069
286,198772.40505297712,0.2013017593912748,0.0,0,0.7986982406087252
287,198772.40505297712,0.15967569779249297,0.0,0,0.8403243022075071
288,198772.40505297712,0.10762864807964766,0.6,0,0.8923713519203523
289,198772.40505297712,0.1189335288543293,0.3,0,0.8810664711456707
290,198772.40505297712,0.13356064762369851,1.0,0,0.8664393523763014
291,198772.40505297712,0.04408448408085961,1.0,0,0.9559155159191404
292,198772.40505297712,0.16084012465126293,0.6,0,0.839159875348737
293,198772.40505297712,0.14879288150566106,1.0,0,0.8512071184943389
294,198772.40505297712,0.16828547434725372,0.6,0,0.8317145256527463
295,198772.40505297712,0.20581570574017571,0.3,0,0.7941842942598243
296,198772.40505297712,0.29798636576097154,0.3,0,0.7020136342390284
297,198772.40505297712,0.20934561502279095,1.0,0,0.7906543849772091
298,198772.40505297712,0.13769132903358064,0.0,0,0.8623086709664194
299,198772.40505297712,0.21711646213697203,1.0,0,0.782883537863028
