period,treated,unserved_total,outflow_wait,outflow_full,outflow_mismatch,referral_success_rate,county_allocation_ratio,avg_referral_path_length,county_occupancy,secondary_occupancy,township_occupancy,county_inpatient_share,secondary_inpatient_share,township_inpatient_share
209,375,202,17,0,185,0.0,0.3,1.0,0.0,0.0,0.303862728548162,0.0,0.0,0.208
210,361,162,0,104,58,0.0,0.3,1.0,1.0628698134811707,0.0,0.23892367466939984,1.0,0.0,0.20658682634730538
211,343,164,0,100,64,0.0,0.3,1.0,0.9959514421645024,0.0,0.2577969967725859,1.0,0.0,0.20754716981132076
212,344,156,0,56,100,0.0,0.3,1.0,0.9986573180934908,0.0,0.2482985869875806,1.0,0.0,0.225
213,328,170,7,0,163,0.0,0.3,1.0,0.0,0.0,0.32417981442419186,0.0,0.0,0.2347560975609756
214,350,145,0,78,67,0.0,0.3,1.0,0.9926173275811018,0.47069581333362887,0.2589823832317973,1.0,1.0,0.21766561514195584
215,322,153,0,100,53,0.0,0.3,1.0,0.9927547228872949,0.0,0.20495872058571638,1.0,0.0,0.1891891891891892
216,353,167,0,60,107,0.0,0.3,1.0,1.0606208000399766,0.02960227860119554,0.34154061382482204,1.0,1.0,0.25
217,317,213,6,0,207,0.0,0.3,1.0,0.0,0.0,0.24942835351425857,0.0,0.0,0.19873817034700317
218,372,218,0,124,94,0.0,0.3,1.0,0.9979878942600747,0.0,0.23914750159570106,1.0,0.0,0.18181818181818182
219,419,198,0,111,87,0.0,0.3,1.0,0.9983549173871277,0.190234098887463,0.30683823517082426,1.0,1.0,0.18925831202046037
220,413,188,0,69,119,0.0,0.3,1.0,0.9974062782433101,0.0,0.3347285031737829,1.0,0.0,0.20207253886010362
221,394,204,10,0,194,0.0,0.3,1.0,0.0,0.0,0.3699582788588861,0.0,0.0,0.23096446700507614
222,355,204,0,122,82,0.0,0.3,1.0,1.0584982703641936,0.04262034130924759,0.20857495767580697,1.0,1.0,0.1606060606060606
223,343,182,0,105,77,0.0,0.3,1.0,0.9968660364402301,0.0,0.32145630990771085,1.0,0.0,0.25
224,377,197,0,55,142,0.0,0.3,1.0,0.9979982598002879,0.0,0.3572544334853025,1.0,0.0,0.23743016759776536
225,318,205,8,0,197,0.0,0.3,1.0,0.0,0.0,0.2873277170330661,0.0,0.0,0.22012578616352202
226,344,200,0,118,82,0.0,0.3,1.0,0.997871308701546,0.019928088439042386,0.27299266822643425,1.0,1.0,0.2080745341614907
227,352,201,0,110,91,0.0,0.3,1.0,0.9970224538838101,0.23321974194450362,0.22983127016815977,1.0,1.0,0.17647058823529413
228,398,189,0,62,127,0.0,0.3,1.0,1.0634240802165311,0.0,0.3218552299325695,1.0,0.0,0.2154255319148936
229,359,216,3,0,213,0.0,0.3,1.0,0.0,0.0,0.3135448033742543,0.0,0.0,0.23676880222841226
230,412,196,0,120,76,0.0,0.3,1.0,0.9946765917326839,0.04725804787990691,0.2646640887763975,1.0,1.0,0.16752577319587628
231,379,217,0,127,90,0.0,0.3,1.0,0.9956717842441634,0.0,0.3402076864128072,1.0,0.0,0.22589531680440772
232,382,188,0,71,117,0.0,0.3,1.0,0.9944191396582771,0.0,0.330442423667969,1.0,0.0,0.21763085399449036
233,361,215,6,0,209,0.0,0.3,1.0,0.0,0.0,0.3776072262718533,0.0,0.0,0.2548476454293629
234,375,217,0,134,83,0.0,0.3,1.0,1.057857741923906,0.16446775367138472,0.28191656991453906,1.0,1.0,0.18
235,356,193,0,113,80,0.0,0.3,1.0,0.9936232948424131,0.0437428701296244,0.24056616214312407,1.0,1.0,0.18373493975903615
236,340,175,0,47,128,0.0,0.3,1.0,0.9986916302402539,0.0,0.3460872254616056,1.0,0.0,0.27414330218068533
237,315,186,9,0,177,0.0,0.3,1.0,0.0,0.057381285977250604,0.31268222747675106,0.0,1.0,0.22044728434504793
238,387,170,0,96,74,0.0,0.3,1.0,0.9921259639651299,0.34527979385873664,0.2712282604047018,1.0,1.0,0.1797752808988764
239,364,184,0,107,77,0.0,0.3,1.0,0.9948320120257693,0.02469199560739953,0.3048543856423641,1.0,1.0,0.21220930232558138
240,362,200,0,68,132,0.0,0.3,1.0,1.0588924495779857,0.0,0.29542233221787845,1.0,0.0,0.21839080459770116
241,362,214,5,0,209,0.0,0.3,1.0,0.0,0.05993549161941299,0.2768705175748637,0.0,1.0,0.20555555555555555
242,360,196,0,118,78,0.0,0.3,1.0,0.9966181427036825,0.030557649298761546,0.2658394772618939,1.0,1.0,0.17404129793510326
243,379,230,0,134,96,0.0,0.3,1.0,0.9958095847342546,0.0,0.23984558994698382,1.0,0.0,0.18005540166204986
244,400,192,0,77,115,0.0,0.3,1.0,0.9968937311852962,0.034186756640413644,0.3486683695951803,1.0,1.0,0.2388451443569554
245,352,198,18,0,180,0.0,0.3,1.0,0.0,0.0,0.29659599920799284,0.0,0.0,0.22443181818181818
246,384,220,0,123,97,0.0,0.3,1.0,1.0562669739398958,0.06158364331410195,0.3585730790992976,1.0,1.0,0.23626373626373626
247,342,195,0,113,82,0.0,0.3,1.0,0.9977288975366471,0.0,0.26158601621603095,1.0,0.0,0.19938650306748465
248,344,171,0,49,122,0.0,0.3,1.0,0.9893385241671628,0.0,0.2943245331830258,1.0,0.0,0.23795180722891565
249,288,196,5,0,191,0.0,0.3,1.0,0.0,0.04074112985724872,0.21413424006313228,0.0,1.0,0.1986062717770035
250,354,196,0,115,81,0.0,0.3,1.0,0.9989874529662234,0.38618005929981136,0.27480319870726866,1.0,1.0,0.22560975609756098
251,331,167,0,108,59,0.0,0.3,1.0,0.994909438362445,0.0,0.2649939820432514,1.0,0.0,0.2120253164556962
252,371,183,0,68,115,0.0,0.3,1.0,1.0529213525528751,0.0,0.2958589755497353,1.0,0.0,0.2237960339943343
253,370,195,6,0,189,0.0,0.3,1.0,0.0,0.0,0.3673337138118045,0.0,0.0,0.24324324324324326
254,354,199,0,118,81,0.0,0.3,1.0,0.9947943730243428,0.0,0.23128107175228813,1.0,0.0,0.16964285714285715
255,403,241,0,132,109,0.0,0.3,1.0,0.9923883698415292,0.09992030191427449,0.34083968187212454,1.0,1.0,0.21614583333333334
256,387,198,0,77,121,0.0,0.3,1.0,0.995050936887897,0.028838240874028167,0.23742999491029487,1.0,1.0,0.1742627345844504
257,375,218,11,0,207,0.0,0.3,1.0,0.0,0.0476162566310253,0.3289636206815302,0.0,1.0,0.22994652406417113
258,383,246,0,155,91,0.0,0.3,1.0,1.0571834163751075,0.0433470122960549,0.3152833506385482,1.0,1.0,0.21195652173913043
259,358,204,0,121,83,0.0,0.3,1.0,0.9972121667597615,0.26689844119424544,0.25641444786798506,1.0,1.0,0.18991097922848665
260,341,152,0,53,99,0.0,0.3,1.0,0.9958940089839227,0.0,0.2785590642532665,1.0,0.0,0.2116564417177914
261,326,188,11,0,177,0.0,0.3,1.0,0.0,0.0,0.31611435701438073,0.0,0.0,0.2361963190184049
262,328,182,0,103,79,0.0,0.3,1.0,0.9925632144139038,0.01,0.2761918932656743,1.0,1.0,0.21656050955414013
263,367,184,0,107,77,0.0,0.3,1.0,0.9945932729680399,0.05121152042966512,0.27019161332679253,1.0,1.0,0.20689655172413793
264,368,175,0,65,110,0.0,0.3,1.0,1.0539261242774756,0.025429801740545484,0.30129702051189583,1.0,1.0,0.22507122507122507
265,373,187,8,0,179,0.0,0.3,1.0,0.0,0.0,0.41303365826509786,0.0,0.0,0.24664879356568364
266,358,234,0,135,99,0.0,0.3,1.0,0.9927045581605719,0.011558911686306926,0.22801570171030655,1.0,1.0,0.16473988439306358
267,414,213,0,126,87,0.0,0.3,1.0,0.9973254026820368,0.2689369335380484,0.3582687761723147,1.0,1.0,0.21683673469387754
268,383,188,0,71,117,0.0,0.3,1.0,0.9972178206379299,0.0,0.3095841409136795,1.0,0.0,0.1897018970189702
269,353,218,18,0,200,0.0,0.3,1.0,0.0,0.06368753871877228,0.2757436206855323,0.0,1.0,0.1846590909090909
270,339,202,0,115,87,0.0,0.3,1.0,1.0519862952840755,0.0,0.2446839818833471,1.0,0.0,0.18461538461538463
271,370,190,0,101,89,0.0,0.3,1.0,0.9914388475620831,0.0,0.31729607095288503,1.0,0.0,0.2050561797752809
272,354,184,0,67,117,0.0,0.3,1.0,0.9990331949420362,0.0,0.2972253782564566,1.0,0.0,0.19883040935672514
273,326,166,4,0,162,0.0,0.3,1.0,0.0,0.0,0.29626963704147496,0.0,0.0,0.22392638036809817
274,299,200,0,102,98,0.0,0.3,1.0,0.996947777188449,0.0,0.24788446646607484,1.0,0.0,0.20701754385964913
275,351,173,0,94,79,0.0,0.3,1.0,0.987288993739782,0.0,0.30058951701211206,1.0,0.0,0.19940476190476192
276,321,183,0,62,121,0.0,0.3,1.0,1.055493987276986,0.0,0.2946855263577994,1.0,0.0,0.22149837133550487
277,346,175,6,0,169,0.0,0.3,1.0,0.0,0.0,0.3591232067422832,0.0,0.0,0.24277456647398843
278,365,203,0,113,90,0.0,0.3,1.0,0.9887258433500364,0.5089974573132289,0.29975749155645065,1.0,1.0,0.20579710144927535
279,403,219,0,133,86,0.0,0.3,1.0,0.9868606581067578,0.03504933206127706,0.2812264535592451,1.0,1.0,0.1928020565552699
280,393,190,0,82,108,0.0,0.3,1.0,0.9907219730309121,0.03675289502560911,0.38110351345644167,1.0,1.0,0.2724867724867725
281,359,223,27,0,196,0.0,0.3,1.0,0.0,0.01653145916844948,0.3140088895551665,0.0,1.0,0.23184357541899442
282,358,204,0,129,75,0.0,0.3,1.0,1.0573341725687126,0.05920154122252612,0.202393164876646,1.0,1.0,0.14825581395348839
283,370,203,0,105,98,0.0,0.3,1.0,0.9985757778399961,0.0,0.3161955000444936,1.0,0.0,0.20612813370473537
284,348,181,0,62,119,0.0,0.3,1.0,0.9973323190493252,0.0,0.28050214877624113,1.0,0.0,0.21791044776119403
285,314,179,10,0,169,0.0,0.3,1.0,0.0,0.0,0.3311915925171625,0.0,0.0,0.28662420382165604
286,303,181,0,112,69,0.0,0.3,1.0,0.999809841214445,0.06444718898091019,0.23360858132192516,1.0,1.0,0.21305841924398625
287,381,181,0,98,83,0.0,0.3,1.0,0.9940602252638092,0.0,0.2900737846099977,1.0,0.0,0.20923913043478262
288,350,195,0,63,132,0.0,0.3,1.0,1.0590852340614128,0.03417318061024575,0.33453051922191324,1.0,1.0,0.22189349112426035
289,388,236,10,0,226,0.0,0.3,1.0,0.0,0.025947376663224078,0.3829326763967981,0.0,1.0,0.2558139534883721
290,388,226,0,119,107,0.0,0.3,1.0,0.9844639157669901,0.07807820913405339,0.2312531622119252,1.0,1.0,0.17379679144385027
291,386,227,0,113,114,0.0,0.3,1.0,0.9994180740939912,0.1591975511938889,0.33862853645548247,1.0,1.0,0.20923913043478262
292,389,201,0,68,133,0.0,0.3,1.0,0.9903956582473131,0.04295894966832177,0.32617086191870287,1.0,1.0,0.21485411140583555
293,366,220,17,0,203,0.0,0.3,1.0,0.0,0.05060591470397743,0.3046676780819398,0.0,1.0,0.20821917808219179
294,335,217,0,123,94,0.0,0.3,1.0,1.0599226906614392,0.018529039699337724,0.1936382872911243,1.0,1.0,0.15170278637770898
295,387,189,0,88,101,0.0,0.3,1.0,0.9971020036083772,0.0,0.28603324388738,1.0,0.0,0.18351063829787234
296,345,155,0,54,101,0.0,0.3,1.0,0.9967124775381027,0.0,0.2747600827996694,1.0,0.0,0.19393939393939394
297,312,183,12,0,171,0.0,0.3,1.0,0.0,0.0,0.2958601478488592,0.0,0.0,0.21474358974358973
298,334,200,0,111,89,0.0,0.3,1.0,0.9951872139891766,0.0,0.28057334541503604,1.0,0.0,0.19384615384615383
299,341,190,0,108,82,0.0,0.3,1.0,0.9885226306553331,0.0,0.2696809695487806,1.0,0.0,0.21646341463414634
