period,treated,unserved_total,outflow_wait,outflow_full,outflow_mismatch,referral_success_rate,county_allocation_ratio,avg_referral_path_length,county_occupancy,secondary_occupancy,township_occupancy,county_inpatient_share,secondary_inpatient_share,township_inpatient_share
19,520,9,0,9,0,0.0,0.5,1.0,0.999369799290568,0.24983738136590636,0.16980994032627522,1.0,1.0,0.112
20,340,1,0,0,1,0.0,0.5,1.0,0.672579718088092,0.15243060310215603,0.14592517388827456,1.0,1.0,0.1564625850340136
21,420,3,0,0,3,0.0,0.5,1.0,0.7139269973178837,0.5709402430610493,0.12955612789890603,1.0,1.0,0.11055276381909548
22,386,1,0,0,1,0.0,0.5,1.0,0.7003917382948567,0.5577106209756103,0.18713356920279217,1.0,1.0,0.15789473684210525
23,419,2,0,0,2,0.0,0.5,1.0,0.6788716218213772,0.42261695622618106,0.1281512798268616,1.0,1.0,0.1210762331838565
24,424,1,0,0,1,0.0,0.5,1.0,0.7597379384408514,0.3910919237849981,0.15237993087363189,1.0,1.0,0.13963963963963963
25,467,14,0,0,14,0.0,0.5,1.0,0.762100921850548,0.8217383204262575,0.2139248036513998,1.0,1.0,0.14705882352941177
26,409,5,0,0,5,0.0,0.5,1.0,0.7534921017917587,0.4487086716130115,0.14214000895214288,1.0,1.0,0.1323529411764706
27,454,8,0,0,8,0.0,0.5,1.0,0.735222637967988,0.2804778078931018,0.17631816492429442,1.0,1.0,0.13191489361702127
28,448,14,0,0,14,0.0,0.5,1.0,0.7999827375955527,0.7382347140863317,0.1367817125551648,1.0,1.0,0.10909090909090909
29,413,23,0,0,23,0.0,0.5,1.0,0.6931075485963485,0.5393428929113158,0.17525301277161667,1.0,1.0,0.13274336283185842
30,388,11,0,0,11,0.0,0.5,1.0,0.7992644535558094,0.595187430562375,0.13426619092046468,1.0,1.0,0.12365591397849462
31,363,35,0,0,35,0.0,0.5,1.0,0.6407538455608056,0.3913707726590562,0.10100063236763254,1.0,1.0,0.11557788944723618
32,374,14,0,0,14,0.0,0.5,1.0,0.6835959244181595,0.33226171849519937,0.09970548284144748,1.0,1.0,0.11
33,381,7,0,0,7,0.0,0.5,1.0,0.7242718503923689,0.6413978714938361,0.0982266724728217,1.0,1.0,0.10880829015544041
34,384,7,0,0,7,0.0,0.5,1.0,0.7666744136143877,0.36469067571029173,0.12937474773689323,1.0,1.0,0.12299465240641712
35,406,21,0,0,21,0.0,0.5,1.0,0.6736589728329154,0.6699929430184028,0.11842419195766055,1.0,1.0,0.11261261261261261
36,438,16,0,0,16,0.0,0.5,1.0,0.9219518867015829,0.5606300523267154,0.14568009091798612,1.0,1.0,0.14354066985645933
37,429,38,0,0,38,0.0,0.5,1.0,0.7801668563832721,0.33090289286850083,0.13508190527962577,1.0,1.0,0.10526315789473684
38,377,55,0,0,55,0.0,0.5,1.0,0.6075545301894373,0.6813212080456369,0.1662919330110595,1.0,1.0,0.14814814814814814
39,490,25,0,0,25,0.0,0.5,1.0,0.9551168842426487,0.6769053022976171,0.09580477064339829,1.0,1.0,0.08835341365461848
40,386,82,0,0,82,0.0,0.5,1.0,0.5382271950919588,0.3701790016137074,0.18584218949015796,1.0,1.0,0.15416666666666667
41,501,10,0,0,10,0.0,0.5,1.0,0.9572067166730495,0.7309724725410945,0.13536238337115464,1.0,1.0,0.10902255639097744
42,374,66,0,0,66,0.0,0.5,1.0,0.6415803945472982,0.6033704539205018,0.18511335420655556,1.0,1.0,0.18691588785046728
43,400,31,0,0,31,0.0,0.5,1.0,0.8223352444829636,0.29495084610441147,0.10310516393870447,1.0,1.0,0.11848341232227488
44,397,48,0,0,48,0.0,0.5,1.0,0.7091079314466366,0.29943421335980247,0.12698692149557728,1.0,1.0,0.10822510822510822
45,360,41,0,0,41,0.0,0.5,1.0,0.7130487057257381,0.5894630579273887,0.11477579157966407,1.0,1.0,0.12105263157894737
46,392,29,0,0,29,0.0,0.5,1.0,0.8428380551551378,0.2376782089703053,0.12189792454380949,1.0,1.0,0.11926605504587157
47,390,50,0,0,50,0.0,0.5,1.0,0.6795269802409538,0.6804126571478534,0.10411145120024941,1.0,1.0,0.1141552511415525
48,445,30,0,0,30,0.0,0.5,1.0,0.9311261179961061,0.6836490547270249,0.21265079438305898,1.0,1.0,0.1646586345381526
49,352,93,0,0,93,0.0,0.5,1.0,0.6604869400588315,0.17156907255074222,0.08308107013507324,1.0,1.0,0.06278026905829596
50,504,72,0,0,72,0.0,0.5,1.0,0.9959476361987174,0.43968563578609154,0.18268033358764854,1.0,1.0,0.09427609427609428
51,349,163,0,0,163,0.0,0.5,1.0,0.41471403649195226,0.6810981136227157,0.199637187161015,1.0,1.0,0.14682539682539683
52,486,58,0,41,17,0.0,0.5,1.0,0.9995821377366618,0.5765356667307916,0.1507100511461428,1.0,1.0,0.1297709923664122
53,413,89,0,0,89,0.0,0.5,1.0,0.7333748521292434,0.5495527280090619,0.1595608623412955,1.0,1.0,0.1183206106870229
54,373,89,0,0,89,0.0,0.5,1.0,0.6180559368831614,0.4184639563493518,0.13625170766201827,1.0,1.0,0.1271186440677966
55,455,26,0,0,26,0.0,0.5,1.0,0.9994409364018488,0.6818279230818493,0.11918379045881577,1.0,1.0,0.09523809523809523
56,312,97,0,0,97,0.0,0.5,1.0,0.39005187162726235,0.3323365701734994,0.10028308990261979,1.0,1.0,0.11926605504587157
57,409,31,0,16,15,0.0,0.5,1.0,0.999702368237528,0.5548494602699788,0.1750547617464439,1.0,1.0,0.15458937198067632
58,368,53,0,0,53,0.0,0.5,1.0,0.7968357492009901,0.5103482396425385,0.15957974401291805,1.0,1.0,0.15714285714285714
59,360,81,0,0,81,0.0,0.5,1.0,0.7451454513393888,0.5421556924554373,0.08888216629433837,1.0,1.0,0.09268292682926829
60,410,80,0,0,80,0.0,0.5,1.0,0.8818211476618395,0.40821090740791377,0.1344100528261697,1.0,1.0,0.13513513513513514
61,364,111,0,0,111,0.0,0.5,1.0,0.6606373778839375,0.5346302408850819,0.10454339821685749,1.0,1.0,0.10416666666666667
62,409,75,0,0,75,0.0,0.5,1.0,0.8641781943585909,0.2596110087454574,0.1501496348136266,1.0,1.0,0.125
63,418,108,0,1,107,0.0,0.5,1.0,0.8753064443781693,0.6741441111862726,0.19435034914917715,1.0,1.0,0.14741035856573706
64,359,141,0,0,141,0.0,0.5,1.0,0.5530052063745878,0.4241305690382096,0.17006858361655947,1.0,1.0,0.1394422310756972
65,450,56,0,9,47,0.0,0.5,1.0,0.9998984180799334,0.5217481813922201,0.1881636389118461,1.0,1.0,0.14671814671814673
66,320,135,0,0,135,0.0,0.5,1.0,0.3767750505423787,0.6728673454445557,0.10575591438765934,1.0,1.0,0.10599078341013825
67,458,15,0,0,15,0.0,0.5,1.0,0.7888740987017632,0.5785428955391896,0.10926873163230356,1.0,1.0,0.0984251968503937
68,400,23,0,0,23,0.0,0.5,1.0,0.9100391470413332,0.38778497858891875,0.09051820030549806,1.0,1.0,0.10101010101010101
69,347,44,0,0,44,0.0,0.5,1.0,0.6865477255333862,0.3192064043976971,0.10486657518674872,1.0,1.0,0.109375
70,402,37,0,0,37,0.0,0.5,1.0,0.7501297222748046,0.7075557308190285,0.15455236606226627,1.0,1.0,0.13488372093023257
71,389,38,0,0,38,0.0,0.5,1.0,0.8238304465585617,0.302034404677652,0.11124753583176765,1.0,1.0,0.11224489795918367
72,419,68,0,0,68,0.0,0.5,1.0,0.7625120587668426,0.688887463701044,0.17552112747011392,1.0,1.0,0.125
73,443,61,0,0,61,0.0,0.5,1.0,0.8542635866529668,0.36636745039180524,0.18355940657959224,1.0,1.0,0.13385826771653545
74,395,96,0,0,96,0.0,0.5,1.0,0.6343358476403507,0.5703507046113696,0.13702607046866944,1.0,1.0,0.11507936507936507
75,429,33,0,0,33,0.0,0.5,1.0,0.7333856705228124,0.6682302168797652,0.163355600675663,1.0,1.0,0.13147410358565736
76,419,43,0,0,43,0.0,0.5,1.0,0.869642245074693,0.32372370468215145,0.15266461611220056,1.0,1.0,0.14285714285714285
77,367,78,0,0,78,0.0,0.5,1.0,0.7921965423674527,0.3255685368734969,0.1651054455205187,1.0,1.0,0.15422885572139303
78,413,89,0,0,89,0.0,0.5,1.0,0.7524794516600624,0.3340120072924233,0.15740260825613997,1.0,1.0,0.11811023622047244
79,411,75,0,0,75,0.0,0.5,1.0,0.8229797428284333,0.5920659560797894,0.09022641784567921,1.0,1.0,0.09170305676855896
80,366,77,0,0,77,0.0,0.5,1.0,0.6615013862029422,0.49972707332215816,0.15803110004332963,1.0,1.0,0.12719298245614036
81,385,46,0,0,46,0.0,0.5,1.0,0.8595951058706998,0.5477808103911086,0.10766537195235922,1.0,1.0,0.08866995073891626
82,299,68,0,0,68,0.0,0.5,1.0,0.5630208193731046,0.5311008349007219,0.11967793735075669,1.0,1.0,0.1452513966480447
83,396,28,0,0,28,0.0,0.5,1.0,0.8139380867558749,0.2409323761169816,0.13493554750661554,1.0,1.0,0.12442396313364056
84,367,34,0,0,34,0.0,0.5,1.0,0.7543730637589622,0.7968495617672453,0.10237192568247319,1.0,1.0,0.11330049261083744
85,435,48,0,0,48,0.0,0.5,1.0,0.8566723380774592,0.4962966761163483,0.1753917543448848,1.0,1.0,0.15384615384615385
86,416,74,0,0,74,0.0,0.5,1.0,0.8160398386236386,0.3876910950756038,0.1824219738286746,1.0,1.0,0.164
87,392,89,0,0,89,0.0,0.5,1.0,0.7127241981677598,0.3280479224014441,0.2030564643244986,1.0,1.0,0.16260162601626016
88,470,72,0,6,66,0.0,0.5,1.0,0.9992216639557592,0.5809809727762542,0.15231559898553623,1.0,1.0,0.12686567164179105
89,310,148,0,0,148,0.0,0.5,1.0,0.3890735715889991,0.4272024910020755,0.16943901070612286,1.0,1.0,0.14732142857142858
90,458,76,0,52,24,0.0,0.5,1.0,1.0627485522831914,0.6743222782433769,0.15476447370748128,1.0,1.0,0.12403100775193798
91,331,110,0,0,110,0.0,0.5,1.0,0.5581838213421705,0.32959352305530754,0.13529734387513298,1.0,1.0,0.1222707423580786
92,419,73,0,26,47,0.0,0.5,1.0,0.999473675597959,0.6828862360619188,0.11303585786997919,1.0,1.0,0.10714285714285714
93,345,103,0,0,103,0.0,0.5,1.0,0.5820163780978884,0.3740192793931107,0.06851973934988143,1.0,1.0,0.07692307692307693
94,361,50,0,0,50,0.0,0.5,1.0,0.7917901955827572,0.5476513499070292,0.11333067577242478,1.0,1.0,0.125
95,399,64,0,0,64,0.0,0.5,1.0,0.9201280340292348,0.42126056902731557,0.10642617176727631,1.0,1.0,0.12
96,343,118,0,0,118,0.0,0.5,1.0,0.4540976721497364,0.4856437161610364,0.15544768721453198,1.0,1.0,0.1553784860557769
97,417,86,0,64,22,0.0,0.5,1.0,0.9987999338747681,0.37548602232033546,0.11872885717500645,1.0,1.0,0.08943089430894309
98,406,93,0,0,93,0.0,0.5,1.0,0.8136857886285135,0.421193842774787,0.19925414646068518,1.0,1.0,0.16733067729083664
99,373,102,0,0,102,0.0,0.5,1.0,0.7736628444974518,0.37227762752464555,0.17373225251537394,1.0,1.0,0.16101694915254236
100,417,117,0,0,117,0.0,0.5,1.0,0.8960908052081853,0.5565995833440934,0.1445037024961977,1.0,1.0,0.11787072243346007
101,373,168,0,0,168,0.0,0.5,1.0,0.3883309329933726,0.5692541868116594,0.1939567217316906,1.0,1.0,0.1232876712328767
102,428,107,0,87,20,0.0,0.5,1.0,1.0625430843522226,0.37826881458379186,0.18022506701471913,1.0,1.0,0.1449814126394052
103,348,106,0,0,106,0.0,0.5,1.0,0.6372178074663619,0.6373066612280458,0.11795538110732993,1.0,1.0,0.11864406779661017
104,417,58,0,0,58,0.0,0.5,1.0,0.9434367363216201,0.547031059521544,0.17675747430619163,1.0,1.0,0.14457831325301204
105,327,114,0,0,114,0.0,0.5,1.0,0.5194484059024688,0.5962689106833425,0.11748204440861577,1.0,1.0,0.09913793103448276
106,391,73,0,36,37,0.0,0.5,1.0,0.9997174748943574,0.6332294369648693,0.1641295918260426,1.0,1.0,0.13043478260869565
107,344,108,0,0,108,0.0,0.5,1.0,0.6667481882825567,0.6130929888412991,0.17882235135669164,1.0,1.0,0.14163090128755365
108,401,103,0,13,90,0.0,0.5,1.0,1.0631753128630927,0.3831216603791424,0.17169183855176315,1.0,1.0,0.13617021276595745
109,276,239,12,0,227,0.0,0.5,1.0,0.0,0.3875066320792684,0.17455499216591167,0.0,1.0,0.15444015444015444
110,451,186,0,181,5,0.0,0.5,1.0,0.9992596067342115,0.4310113589017285,0.15679418766166417,1.0,1.0,0.10064935064935066
111,449,103,0,80,23,0.0,0.5,1.0,0.999995844577879,0.7293974747125315,0.16387594559718252,1.0,1.0,0.11888111888111888
112,410,115,0,2,113,0.0,0.5,1.0,0.9992159070395574,0.41161283797207665,0.17107994974835602,1.0,1.0,0.12355212355212356
113,286,249,21,0,228,0.0,0.5,1.0,0.0,0.4697319078695174,0.14318087873315583,0.0,1.0,0.1169811320754717
114,402,147,0,139,8,0.0,0.5,1.0,1.063671160184997,0.51848023780333,0.20191062431879084,1.0,1.0,0.13805970149253732
115,393,126,0,96,30,0.0,0.5,1.0,0.9984998355863276,0.6369774811133718,0.1328845795144311,1.0,1.0,0.11065573770491803
116,388,138,0,0,138,0.0,0.5,1.0,0.9187286067743018,0.5618620469411637,0.11758116743706919,1.0,1.0,0.125
117,250,197,16,0,181,0.0,0.5,1.0,0.0,0.5540770186016755,0.17190038965905186,0.0,1.0,0.13100436681222707
118,413,133,0,133,0,0.0,0.5,1.0,0.9995510421015094,0.5762965845179505,0.1421690179502197,1.0,1.0,0.08921933085501858
119,355,111,0,90,21,0.0,0.5,1.0,0.9986219977816394,0.4253894635493273,0.0728116515027534,1.0,1.0,0.07727272727272727
120,368,91,0,0,91,0.0,0.5,1.0,0.9948688680283913,0.6333456022890008,0.1865851257915925,1.0,1.0,0.15486725663716813
121,290,213,16,0,197,0.0,0.5,1.0,0.0,0.5009631833945497,0.14660056719517073,0.0,1.0,0.1037037037037037
122,422,159,0,159,0,0.0,0.5,1.0,0.9994997671817346,0.5550632082738657,0.18048101291732502,1.0,1.0,0.1267605633802817
123,462,134,0,117,17,0.0,0.5,1.0,0.9994558237127098,0.8415508276198594,0.1790598181415681,1.0,1.0,0.1111111111111111
124,404,103,0,0,103,0.0,0.5,1.0,0.9807955600318564,0.25034673137909125,0.22199950854981138,1.0,1.0,0.18726591760299627
125,276,230,22,0,208,0.0,0.5,1.0,0.0,0.9074481455001728,0.129727180213153,0.0,1.0,0.12195121951219512
126,406,165,0,161,4,0.0,0.5,1.0,1.0626638349847948,0.28865803364751536,0.1916621448455753,1.0,1.0,0.13310580204778158
127,380,123,0,87,36,0.0,0.5,1.0,0.999359975407656,0.26343138551707423,0.12818091642316812,1.0,1.0,0.10727969348659004
128,364,115,0,0,115,0.0,0.5,1.0,0.9491042458564077,0.4897864265570737,0.14832582019707372,1.0,1.0,0.1228813559322034
129,238,201,14,1,186,0.0,0.5,1.0,0.003184491636961556,0.8452858296414635,0.13936193187883092,1.0,1.0,0.1477832512315271
130,383,146,0,145,1,0.0,0.5,1.0,0.9992078130775865,0.2972519724101967,0.137899933006227,1.0,1.0,0.10687022900763359
131,370,143,0,113,30,0.0,0.5,1.0,0.9998068215817787,0.4591570765607893,0.1286288359257829,1.0,1.0,0.09523809523809523
132,364,95,0,0,95,0.0,0.5,1.0,1.0421882090000054,0.5442342247130003,0.1351988663265998,1.0,1.0,0.125
133,261,228,13,0,215,0.0,0.5,1.0,0.0,0.6445522980171648,0.1288291731926829,0.0,1.0,0.11440677966101695
134,409,198,0,167,31,0.0,0.5,1.0,0.999540657873442,0.6025187961856057,0.1378842870689459,1.0,1.0,0.11864406779661017
135,417,156,0,124,32,0.0,0.5,1.0,0.9981892760834776,0.724221704440859,0.19477941921487205,1.0,1.0,0.14383561643835616
136,372,162,0,52,110,0.0,0.5,1.0,0.9998158939783627,0.5731206733352263,0.11893449742385705,1.0,1.0,0.08846153846153847
137,311,255,9,0,246,0.0,0.5,1.0,0.0,0.6132426644793375,0.12306981327932506,0.0,1.0,0.09154929577464789
138,369,224,0,190,34,0.0,0.5,1.0,0.9088159935014561,0.06673455381704464,0.19100533264677969,1.0,1.0,0.13357400722021662
139,409,129,0,122,7,0.0,0.5,1.0,0.9998810590553048,0.5405145210947566,0.2180955927673207,1.0,1.0,0.12363636363636364
140,407,103,0,31,72,0.0,0.5,1.0,0.9989953794705899,0.595991046945344,0.18054833810562582,1.0,1.0,0.14671814671814673
141,324,161,0,0,161,0.0,0.5,1.0,0.4773458544213547,0.5853774683939986,0.13972912159274287,1.0,1.0,0.09504132231404959
142,411,119,0,70,49,0.0,0.5,1.0,0.9985518136373135,0.6714534497703739,0.1482011093939712,1.0,1.0,0.11406844106463879
143,360,132,0,0,132,0.0,0.5,1.0,0.7285638669679544,0.3491724534665119,0.09995155475399761,1.0,1.0,0.09302325581395349
144,386,135,0,34,101,0.0,0.5,1.0,1.0637467494927715,0.37832221718314996,0.16706014628749088,1.0,1.0,0.13229571984435798
145,311,239,12,0,227,0.0,0.5,1.0,0.0,0.58164216600526,0.19034391921808072,0.0,1.0,0.1387900355871886
146,432,193,0,176,17,0.0,0.5,1.0,0.9988988545461108,0.34213996602818686,0.18110158702193907,1.0,1.0,0.1178343949044586
147,413,167,0,119,48,0.0,0.5,1.0,0.9987221316336399,0.556343636084975,0.12630545076947108,1.0,1.0,0.08362369337979095
148,419,169,0,28,141,0.0,0.5,1.0,0.9995324746649665,0.5257464334025669,0.25466559338709205,1.0,1.0,0.16333333333333333
149,320,226,12,0,214,0.0,0.5,1.0,0.0,0.595869143737088,0.13514136327748769,0.0,1.0,0.10069444444444445
150,388,149,0,145,4,0.0,0.5,1.0,1.0637289354871478,0.34066300575163344,0.15959336486600434,1.0,1.0,0.12177121771217712
151,391,130,0,89,41,0.0,0.5,1.0,0.9985346472151092,0.6760032995216899,0.21034110685730245,1.0,1.0,0.16194331983805668
152,329,120,0,0,120,0.0,0.5,1.0,0.8004503694562232,0.42462023098571294,0.12154241742395688,1.0,1.0,0.11894273127753303
153,320,128,0,0,128,0.0,0.5,1.0,0.9068287289206862,0.32964119861540225,0.17201898595890605,1.0,1.0,0.17889908256880735
154,304,190,15,0,175,0.0,0.5,1.0,0.0,0.42171919953087644,0.1254274165059226,0.0,1.0,0.08633093525179857
155,378,128,0,128,0,0.0,0.5,1.0,0.9987700760841066,0.4794424761143567,0.19542585499857726,1.0,1.0,0.14396887159533073
156,384,135,0,111,24,0.0,0.5,1.0,1.0638009869991918,0.461963844436662,0.09557517272661328,1.0,1.0,0.1015625
157,395,121,0,0,121,0.0,0.5,1.0,0.8513509349089401,0.6576185730988867,0.13038962005607072,1.0,1.0,0.09926470588235294
158,308,182,0,0,182,0.0,0.5,1.0,0.6271918402114465,0.38903742886869236,0.13932823151964804,1.0,1.0,0.12334801762114538
159,394,124,0,38,86,0.0,0.5,1.0,0.999315810126719,0.6489567355112938,0.1474928308363473,1.0,1.0,0.10861423220973783
160,352,186,0,0,186,0.0,0.5,1.0,0.5080542531263357,0.3787052265665733,0.19924638694931668,1.0,1.0,0.13986013986013987
161,401,145,0,83,62,0.0,0.5,1.0,0.9991657591202041,0.6057730002765935,0.14317965298490976,1.0,1.0,0.10839160839160839
162,342,176,0,0,176,0.0,0.5,1.0,0.6185808840986535,0.35635763025596673,0.17465181845008515,1.0,1.0,0.14979757085020243
163,439,114,0,47,67,0.0,0.5,1.0,0.999944875431583,0.5895011635425886,0.13084995088704895,1.0,1.0,0.09302325581395349
164,277,164,0,0,164,0.0,0.5,1.0,0.3047137497952136,0.4040966433997178,0.09837894707784463,1.0,1.0,0.08482142857142858
165,362,113,0,97,16,0.0,0.5,1.0,0.998650019406514,0.3598859292625286,0.1847440486425098,1.0,1.0,0.14957264957264957
166,396,95,0,26,69,0.0,0.5,1.0,0.9993059455113988,0.41033713834373853,0.14668250249250042,1.0,1.0,0.11693548387096774
167,293,181,0,0,181,0.0,0.5,1.0,0.3525148837203259,0.5789969164154901,0.14868738532435768,1.0,1.0,0.12162162162162163
168,421,127,0,105,22,0.0,0.5,1.0,1.0635814623685853,0.6988275689938596,0.17820354432695396,1.0,1.0,0.11636363636363636
169,384,124,0,5,119,0.0,0.5,1.0,0.998766321712244,0.3301989965345272,0.1855510603495085,1.0,1.0,0.1394422310756972
170,327,243,11,0,232,0.0,0.5,1.0,0.0,0.6470774589822929,0.21041860746861793,0.0,1.0,0.1506849315068493
171,401,182,0,180,2,0.0,0.5,1.0,0.9999561216217709,0.3049985735214699,0.15649105001368754,1.0,1.0,0.12014134275618374
172,410,172,0,146,26,0.0,0.5,1.0,0.9983774576525003,0.4202007295438378,0.23221263642894116,1.0,1.0,0.16896551724137931
173,421,151,0,43,108,0.0,0.5,1.0,0.9984868815029674,0.7894594806838415,0.21049419821203127,1.0,1.0,0.1494661921708185
174,278,216,14,0,202,0.0,0.5,1.0,0.0,0.3690277796692638,0.1814389629350351,0.0,1.0,0.11153846153846154
175,420,144,0,142,2,0.0,0.5,1.0,0.9985741732517788,0.48314893679171883,0.18110553887058586,1.0,1.0,0.13059701492537312
176,373,89,0,68,21,0.0,0.5,1.0,0.9999518764173764,0.6260866375511304,0.19155926454688732,1.0,1.0,0.16355140186915887
177,375,80,0,4,76,0.0,0.5,1.0,0.9946877716086316,0.4065686558502449,0.13741581693383936,1.0,1.0,0.1288888888888889
178,239,206,17,0,189,0.0,0.5,1.0,0.0,0.4440056374375754,0.1830129349735854,0.0,1.0,0.1415525114155251
179,405,96,0,92,4,0.0,0.5,1.0,0.9989666624304041,0.36489915227173964,0.19560474225508037,1.0,1.0,0.16205533596837945
180,397,98,0,71,27,0.0,0.5,1.0,1.0636608207997842,0.5137526984352359,0.15022971671895663,1.0,1.0,0.1375
181,346,125,0,0,125,0.0,0.5,1.0,0.6997980002377328,0.7079393787907319,0.11553818752737328,1.0,1.0,0.11764705882352941
182,419,109,0,18,91,0.0,0.5,1.0,0.99919411717644,0.6158738335993381,0.11030640589098173,1.0,1.0,0.09652509652509653
183,264,226,16,0,210,0.0,0.5,1.0,0.0,0.3364363828403428,0.1251598670361151,0.0,1.0,0.10975609756097561
184,472,176,0,173,3,0.0,0.5,1.0,0.9998483773876674,0.42865905304751717,0.23257171920974057,1.0,1.0,0.12130177514792899
185,438,162,0,136,26,0.0,0.5,1.0,0.9991951405511651,0.5662587391867624,0.17345450540226684,1.0,1.0,0.11295681063122924
186,403,137,0,29,108,0.0,0.5,1.0,1.0627028067697009,0.2918943582048304,0.18516057641383807,1.0,1.0,0.13382899628252787
187,284,187,5,0,182,0.0,0.5,1.0,0.0,0.6835235650088327,0.12623019695426532,0.0,1.0,0.10040160642570281
188,392,142,0,140,2,0.0,0.5,1.0,0.9995220287253362,0.2770429619816074,0.18469214812745602,1.0,1.0,0.1417910447761194
189,374,129,0,102,27,0.0,0.5,1.0,0.9997048368536815,0.661982575849843,0.1530328456772099,1.0,1.0,0.12916666666666668
190,332,100,0,1,99,0.0,0.5,1.0,0.9971308099915392,0.441311800336859,0.11280347822188456,1.0,1.0,0.12041884816753927
191,235,211,15,0,196,0.0,0.5,1.0,0.0,0.5998845331085358,0.15114745201571614,0.0,1.0,0.13170731707317074
192,407,160,0,150,10,0.0,0.5,1.0,1.0631439973781662,0.5865031465515542,0.1926999347767837,1.0,1.0,0.12454212454212454
193,392,134,0,90,44,0.0,0.5,1.0,0.999694487004332,0.5995945896721482,0.19313195325889354,1.0,1.0,0.14122137404580154
194,376,133,0,0,133,0.0,0.5,1.0,0.8739642439205896,0.43718317027540615,0.16377979133028867,1.0,1.0,0.12301587301587301
195,353,177,0,0,177,0.0,0.5,1.0,0.6147669413571702,0.593868719545332,0.10587303380978896,1.0,1.0,0.09848484848484848
196,407,124,0,29,95,0.0,0.5,1.0,0.999122716232142,0.6647022842009376,0.17762382052911654,1.0,1.0,0.14705882352941177
197,313,171,0,0,171,0.0,0.5,1.0,0.44843684016002244,0.379093572921544,0.13022953732684087,1.0,1.0,0.11475409836065574
198,415,138,0,101,37,0.0,0.5,1.0,1.062598688837675,0.5715898189416673,0.1949979002557668,1.0,1.0,0.15357142857142858
199,327,154,0,0,154,0.0,0.5,1.0,0.623007285987145,0.7464917153773531,0.09791629477323169,1.0,1.0,0.09649122807017543
200,364,121,0,56,65,0.0,0.5,1.0,0.9999280096209245,0.48711883135393425,0.11570762792774945,1.0,1.0,0.09055118110236221
201,263,177,0,0,177,0.0,0.5,1.0,0.4453662760678985,0.32230670557114494,0.13549444838841349,1.0,1.0,0.11594202898550725
202,354,120,0,81,39,0.0,0.5,1.0,0.9987677674252015,0.6431238441087226,0.1225961519416555,1.0,1.0,0.10300429184549356
203,401,114,0,0,114,0.0,0.5,1.0,0.9724490082391545,0.6948243275837636,0.21224471284684726,1.0,1.0,0.14772727272727273
204,270,200,14,0,186,0.0,0.5,1.0,0.0,0.439615177502435,0.1828470007537991,0.0,1.0,0.148
