t,county_raw_q20,county_raw_q35,county_raw_q50,county_raw_q65,county_raw_q80,primary_raw_q20,primary_raw_q35,primary_raw_q50,primary_raw_q65,primary_raw_q80,county_ma_q20,county_ma_q35,county_ma_q50,county_ma_q65,county_ma_q80,primary_ma_q20,primary_ma_q35,primary_ma_q50,primary_ma_q65,primary_ma_q80
10,0.3940720464262092,0.4052529357310539,0.4178221796110825,0.4305328252059619,0.443907425206033,0.5560925722379674,0.5694671721635991,0.5821778178409442,0.5947470618325355,0.605927951043011,0.36965667010208714,0.3764233407661222,0.37820875758490735,0.3812764053449664,0.3863458867804448,0.6136541107595035,0.6187235922124767,0.6217912399224633,0.6235766567950555,0.6303433273984259
11,0.37254962924226964,0.37964337092945316,0.3969339613345678,0.4123314086393604,0.4295320654664737,0.5704679321083481,0.5876685887986545,0.6030660363233962,0.6203566265187049,0.6274503681704721,0.36333077248424367,0.3681988266165709,0.3709161195815008,0.3751300130966268,0.37944294024542574,0.6205570573331043,0.6248699844126366,0.6290838778809242,0.6318011709298362,0.6366692249935005
12,0.4116561428048355,0.4189508249463509,0.42260833459268915,0.44189640898956534,0.4479620607948498,0.552037936951795,0.5581035887796866,0.5773916631449947,0.5810491727102485,0.5883438548768871,0.35826519003949336,0.36318671071560166,0.36823191620732143,0.3725029276109933,0.37609726793738163,0.6239027295897434,0.6274970699352825,0.6317680813094213,0.6368132867549039,0.6417348074709808
13,0.42684931685296285,0.43652847634330333,0.44745564386179054,0.46007516906274476,0.4687241006135922,0.5312758971197247,0.5399248286349394,0.5525443538783196,0.5634715213862589,0.573150680916669,0.3702890461768579,0.37297234785633365,0.38047858389361217,0.3854823650400503,0.39015235057977515,0.6098476470183494,0.6145176325567483,0.6195214137221636,0.6270276497178483,0.6297109513846536
14,0.3724815715564571,0.42581239537636345,0.4346004700859592,0.44455266123102766,0.4541034009322552,0.5458965969727996,0.5554473365773809,0.5653995278038759,0.5741876023630554,0.6275184259592405,0.3622675016535509,0.36624365906590345,0.372189539686824,0.37980257124747124,0.38581463816703715,0.6141853593904292,0.6201974263468027,0.6278104578801027,0.6337563384812852,0.6377324959311116
15,0.29564238170575313,0.4222358421513551,0.4350117087740071,0.453323154105252,0.47036595183060287,0.5296340460387384,0.5466768436178288,0.5649882893231826,0.57776415563119,0.7043576152202687,0.3555353237179559,0.36116792558377553,0.36641675879575974,0.3764928666792927,0.3836658297914635,0.6163341677696761,0.6235071309638893,0.6335832387774674,0.6388320719676134,0.6444646738843203
16,0.34437919846238274,0.39226445898752677,0.40814626151361566,0.4311498184812667,0.441527767451626,0.5584722303889841,0.5688501795564275,0.5918537362183909,0.6077355387289842,0.6556207989064841,0.34677886426564514,0.35379372856481167,0.35968169970928293,0.3691228858531063,0.3788129322826002,0.6211870652836179,0.6308771117181239,0.6403182978636142,0.6462062690128845,0.6532211333165959
17,0.4015731440122531,0.4208040876354306,0.4334442409511968,0.44188231729201466,0.4537185953731718,0.5462814024742049,0.558117680572876,0.566555756984712,0.5791959104607266,0.5984268533988704,0.3427937322444226,0.3474189254515744,0.3526433749183788,0.36364047045546444,0.3754081312377298,0.6245918663732909,0.6363595271779517,0.6473566226341425,0.6525810721305054,0.657206265343991
18,0.37356881930228825,0.41974357329702605,0.4291636716231803,0.44070129773343153,0.46031756556629944,0.5396824320519507,0.5592987000703203,0.5708363262302643,0.5802564242053759,0.62643117794937,0.33605239242767293,0.3404756217154443,0.34950427746347706,0.3582650063239404,0.3672713403893445,0.6327286572116649,0.641734991252601,0.6504957201218196,0.6595243758706282,0.6639476051110323
19,0.15158094031048566,0.23356721986013723,0.25354250955487745,0.29323928626827306,0.31851449188558983,0.68148550539249,0.7067607113105252,0.7464574881185397,0.7664327776799316,0.8484190571237364,0.32942781078081285,0.3333502901333606,0.3434420567220421,0.3534998503843141,0.3650159448115376,0.6349840527629572,0.6465001471899637,0.6565579408660334,0.6666497074110908,0.6705721868207978
20,0.256515641228735,0.28653153761706807,0.3073112732590012,0.32960506067657896,0.3511187485688779,0.6488812491209129,0.6703949368573543,0.6926887242518964,0.7134684600415341,0.7434843563273,0.3202559020004191,0.32713287146655207,0.33510006662820924,0.34708463183948013,0.3586845798723717,0.6413154176705417,0.6529153657691734,0.6648999309629495,0.6728671260745113,0.6797440955936374
21,0.2758284593403162,0.2875295221790356,0.29735155665652246,0.3260129042864741,0.3528629191728981,0.6471370782151928,0.6739870930249504,0.7026484407410007,0.7124704752796323,0.7241715381255708,0.31200010735960054,0.3174677419561509,0.3272533856952909,0.3408117986970004,0.3547530636720322,0.6452469338828437,0.659188198906963,0.6727466119004393,0.6825322556149148,0.6879998902608881
22,0.25169239072245825,0.27868720852189066,0.2958471345875078,0.320807401767136,0.3509246449599242,0.649075352447461,0.6791925957789935,0.7041528629342688,0.7213127886792722,0.7483076066719797,0.303156408065322,0.3083145464414948,0.317394440843044,0.3351183882188942,0.35045795557025744,0.6495420419808566,0.6648816094162627,0.6826055567822646,0.6916854511543699,0.6968435895731262
23,0.24096856977090328,0.2587443540319682,0.27756683135868665,0.3123929197240553,0.34845170075076154,0.6515482967914289,0.687607077618323,0.7224331662983521,0.7412556434449734,0.7590314277024978,0.2937488751368366,0.3022077902281372,0.3087984072266403,0.328123438664947,0.34740372141483933,0.652596276135762,0.6718765589758929,0.69120159039966,0.6977922073731332,0.7062511224564432
24,0.24096385484105096,0.25602638293513086,0.2909927954737967,0.3268590428305866,0.3541996339867007,0.6458003636765459,0.6731409547781585,0.7090072022203338,0.7439736147547018,0.7590361427493105,0.2851450014864212,0.29575125911417355,0.30100933228087967,0.32145453152854425,0.3460712329391787,0.6539287646161203,0.6785454660840249,0.6989906653410727,0.7042487384788785,0.7148549960851667
25,0.21065934017306687,0.2253388777408901,0.25914379282929945,0.2762900892129641,0.31662167777150996,0.6833783199705282,0.7237099086171537,0.7408562048256446,0.7746611198942678,0.7893406575192409,0.2766932965034283,0.28671681757324163,0.29137527900033866,0.313111246686903,0.3400114199455816,0.6599885775922547,0.6868887509518183,0.7086247185778924,0.7132831800202424,0.7233067010742681
26,0.25551184209478695,0.27746336409254263,0.2905409882573694,0.3062284146348597,0.3675726430449435,0.6324273546105641,0.6937715832990122,0.7094590095647404,0.7225366338170115,0.7444881557962877,0.2650625893885701,0.274834632999298,0.2818398794800555,0.30533416292568055,0.33493027832224864,0.6650697192186126,0.6946658346863216,0.7181601181503665,0.7251653645937285,0.7349374081856526
27,0.23292553142340755,0.2530415257832986,0.274783665647215,0.293470328559222,0.3183466999317892,0.6816532976780358,0.7065296691891674,0.7252163321230876,0.7469584718846508,0.7670744664666634,0.25854116085195517,0.26616118445244513,0.27243880143821486,0.2979622077776228,0.32819077851384215,0.671809219016308,0.7020377898404355,0.7275611961916161,0.7338388131516391,0.7414588367501793
28,0.24308271448329807,0.2564112897538992,0.28193760200293316,0.2960039526116869,0.3123264671646013,0.687673530538152,0.7039960451682872,0.7180623957815435,0.7435887080283589,0.7569172833437424,0.2507060122288052,0.25900873225715865,0.2770715793394135,0.28800293530008714,0.3248947713849103,0.6751052261533125,0.7119970622935166,0.7229284183024649,0.7409912653614958,0.7492939853954468
29,0.23337524301686205,0.2445469337409681,0.259375613489529,0.2721355251101308,0.2841962287791831,0.7158037688520678,0.7278644724862245,0.7406243843202317,0.7554530637834486,0.7666247548415737,0.24416179654682857,0.25061886659010124,0.26865391615193623,0.28030120399137437,0.32370106604429383,0.6762989315384228,0.7196987936356498,0.7313460814941919,0.7493811310545663,0.7558382010719484
30,0.23188658615175856,0.2401017897283771,0.2556873404644904,0.2798509523158016,0.32664724403474465,0.6733527536904149,0.720149045188077,0.7443126572892806,0.7598982078837945,0.7681134115051974,0.2339791590477328,0.23952103189982685,0.26172267981990377,0.2754965357989712,0.3165974420685955,0.6834025555110153,0.7245034618116478,0.73827731783643,0.7604789656747499,0.7660208385726182
31,0.19217306706796958,0.21788365591606743,0.2416614925441121,0.25548881459955153,0.3048683662973965,0.695131631330016,0.7445111828735221,0.7583385049878115,0.7821163413603869,0.8078269302987457,0.2263378519713272,0.2311166381120752,0.2500614762875296,0.26746121582835963,0.31389255096537894,0.6861074466243818,0.7325387817945453,0.7499385213689944,0.7688833595102358,0.7736621456490476
32,0.20096062882413915,0.2310126353989853,0.25343816329862434,0.2903666594632749,0.3124248696737957,0.6875751277899349,0.7096333380578786,0.7465618341792073,0.7689873619456971,0.7990393686797375,0.22468518143379138,0.2312917782061698,0.2503180707966204,0.2655781908362591,0.31406914375728673,0.6859308538269869,0.7344218067904374,0.7496819268626642,0.7687082193886916,0.7753148161894797
33,0.20031167534003602,0.22076367723196216,0.23776157975915327,0.27383034698312264,0.3363945201202217,0.6636054774329968,0.7261696502730116,0.7622384177339371,0.779236320142658,0.7996883220786486,0.2212080133201714,0.22733576653677254,0.2458956615691069,0.26019704481410527,0.30571296480980387,0.6942870327553616,0.739802952809625,0.7541043360658,0.7726642310994201,0.7787919842874125
34,0.192837158267697,0.22857331164847963,0.23537530394675632,0.2623062303142094,0.33941777434868825,0.6605822231219114,0.7376937670604107,0.7646246935067194,0.7714266857799882,0.8071628391436843,0.2178276332414909,0.22428798355409044,0.2371433741050285,0.2548088004875154,0.3038827846659666,0.6961172129110749,0.7451911971416522,0.7628566235301428,0.7757120140960398,0.7821723643785423
35,0.19358686688642548,0.20941563011863393,0.2294873819605533,0.2503161116539392,0.31649514485319147,0.6835048526904979,0.7496838856699566,0.7705126156612951,0.7905843675401127,0.8064131306108004,0.2135421706226672,0.2232779013819692,0.23152581749962353,0.2510610029787247,0.2976830757356051,0.7023169218355533,0.7489389946505253,0.7684741801439159,0.7767220962164179,0.786457827000262
36,0.20443900150388195,0.22446689345767595,0.2414560950546929,0.25078760189522237,0.3129620390459484,0.6870379586070939,0.7492123957326142,0.7585439025041916,0.775533104172964,0.7955609961184458,0.21057049762749386,0.22046525568843278,0.22861652572673086,0.2482085033077756,0.29296361779091173,0.7070363798006168,0.7517914943616707,0.7713834719204946,0.7795347419318593,0.7894294999949841
37,0.18767598147339606,0.20490078537179035,0.21695438083171914,0.23938532307702157,0.27208743940963465,0.7279125582345667,0.7606146744559412,0.783045617018503,0.7950992124524064,0.8123240162266843,0.20594105241504448,0.21654087491810792,0.22619771362457952,0.24773236332529128,0.2904096515335543,0.7095903460399506,0.7522676343469188,0.7738022840545276,0.7834591227258384,0.7940589452088345
38,0.18311732629242947,0.20113640858828039,0.21188710777734138,0.23990534767718658,0.28500659076390483,0.7149934069476386,0.7600946501561745,0.7881128900604737,0.7988635891791042,0.8168826715539659,0.2049559861519377,0.21592175607157754,0.22491897114225168,0.24709860138931342,0.2884890064008996,0.711510991162154,0.7529013962790162,0.7750810265282152,0.7840782415293229,0.7950440114738913
39,0.18211272688336597,0.19923817074401126,0.210514162099807,0.24942468566766784,0.2682681742567596,0.7317318236072862,0.7505753122283148,0.7894858357065353,0.8007618269842267,0.8178872708792301,0.20289625036620926,0.21184299956433392,0.22232378438170125,0.24466044457366395,0.28397769668516537,0.7160223008757172,0.7553395530935204,0.7776762132589639,0.7881569980353127,0.7971037472664971
40,0.17340045728174772,0.19999999955599457,0.21975525032278376,0.24163995672841504,0.2804179739359591,0.7195820239252506,0.7583600410547047,0.7802447475988724,0.7999999982200272,0.8265995405031493,0.20233726891144138,0.20853427753007323,0.21983354293409968,0.2418995203417578,0.276674372339405,0.723325625200099,0.7581004773171,0.7801664547266227,0.7914657200776204,0.797662728720684
41,0.1928371444622662,0.20248301341329758,0.21560175739995358,0.23284846490341546,0.26185118398871005,0.7381488136488712,0.7671515326482682,0.7843982400739402,0.797516984355028,0.8071628533049862,0.1986940187278646,0.2062833608208994,0.21549242350566022,0.24077746838902497,0.2732635506490876,0.7267364469343357,0.7592225292696665,0.78450757412345,0.7937166368151329,0.8013059789063148
42,0.18307539390752986,0.19596685524736662,0.20495628933085058,0.2444012367846072,0.2686115133150274,0.7313884843376656,0.7555987608131767,0.7950437082784819,0.8040331423164406,0.8169246036157591,0.1957141523705717,0.20408179161586723,0.2126652569790177,0.23973549031541047,0.2736959890175554,0.7263040085739465,0.7602645073440184,0.787334740640865,0.795918206008316,0.8042858452627641
43,0.18252682545030088,0.19089966680206288,0.20002834821248017,0.21027413254643781,0.2550119325022509,0.744988064857702,0.7897258648996728,0.79997164940623,0.8091003306934,0.8174731721336382,0.19345237756261383,0.20240786056370877,0.21160926863123086,0.2389634185384269,0.268253845481276,0.7317461521001863,0.7610365791292991,0.7883907290023073,0.7975921370655974,0.806547620064496
44,0.17105879878929897,0.1892453201035868,0.199737532279954,0.21872111995135723,0.26315239498452525,0.7368476025178381,0.7812788774326436,0.8002624650743767,0.8107546773287111,0.8289411985102692,0.19371443527176413,0.20107970828381466,0.21130798196721934,0.23734225511879972,0.26764365089753017,0.732356346682273,0.7626577425434111,0.7886920156484964,0.7989202893351445,0.8062855623578342
45,0.1856887039604612,0.19290686832320922,0.19849712885101253,0.20277526878352778,0.2647947448104782,0.7352052526450226,0.797224728656,0.8015028686442031,0.8070931291435296,0.8143112933947205,0.1924038649345547,0.19778840000949807,0.2096747056456733,0.23588275734605652,0.26725704189695526,0.7327429557099816,0.7641172403221875,0.7903252919752748,0.8022115976149145,0.8075961327196136
46,0.18357177062507912,0.19752244090385945,0.20868547829794265,0.21572410627498817,0.2697484643537727,0.7302515330952272,0.7842758913634547,0.7913145192894244,0.8024775565215471,0.816428226789403,0.1905474105673245,0.19721808658394505,0.20754294867099263,0.22916909862287121,0.26765580927934113,0.7323441883181906,0.770830899037943,0.7924570489451197,0.802781911048355,0.8094525870734025
47,0.1797151853041961,0.18544161014537017,0.19605579931332953,0.21945034555354145,0.27653401727559773,0.7234659802083561,0.7805496521118804,0.8039441983340672,0.8145583872502069,0.8202848123825082,0.188600655843981,0.19624367058442116,0.20692489697447985,0.2223284195639373,0.26868441383264774,0.7313155837614543,0.7776715780928203,0.7930751006530361,0.8037563270506302,0.8113993417842638
48,0.17770175775101563,0.1858161891857642,0.2034099812438791,0.24606797260892402,0.2840792533573796,0.7159207441018278,0.7539320249572594,0.7965900164697347,0.8141838084534352,0.8222982398668685,0.18759873393332996,0.19489815807632915,0.20678336337838987,0.22053474330878006,0.26941305572317464,0.7305869418295149,0.7794652543604805,0.7932166342479683,0.8051018395650497,0.8124012636730953
49,0.18140155389890764,0.19235409051882443,0.20509574763507188,0.21581986093344144,0.24565317283052326,0.7543468248821682,0.7841801367570898,0.7949042499336041,0.8076459072356574,0.8185984435751117,0.18499372690818475,0.19372041636870438,0.20537459791195892,0.21997636826093803,0.2664098856698888,0.7335901118520668,0.7800236294025663,0.7946253997172823,0.8062795812649144,0.8150062706925735
50,0.1825486288715496,0.19143953344197193,0.20988178018679995,0.22407637973023525,0.281681420954931,0.7183185767323926,0.7759236179913297,0.7901182176354751,0.8085604643174851,0.8174513688230217,0.18479967326036373,0.1928912735793435,0.20318165257093862,0.21755409686086927,0.262248435531925,0.7377515619234083,0.7824459008031376,0.7968183450670996,0.8071087240448501,0.8152003243518322
51,0.17287741056332978,0.18943965052454434,0.21626779113614097,0.22878059891553484,0.2598911185715957,0.740108879001409,0.7712193989442226,0.7837322066044435,0.8105603472507277,0.8271225873784813,0.18573236621303316,0.19194076592711337,0.2028687439021855,0.21691266148754657,0.2589826054471303,0.7410173919998373,0.7830873361673535,0.7971312537107378,0.8080592317171962,0.8142676314280203
52,0.1751134865511213,0.18580480843977054,0.19458291276934525,0.212308886318125,0.2669697341549598,0.7330302637650802,0.7876911115749843,0.8054170850530266,0.8141951895525925,0.82488651138872,0.18440782480233361,0.19110297855934066,0.20299793330764698,0.2150946842045531,0.2586126518230236,0.7413873456316049,0.7849053134574819,0.797002064292497,0.8088970190768565,0.8155921728344533
53,0.18924185885914843,0.1994409933478279,0.20590966837210806,0.22833669263293313,0.25273641043521183,0.747263587250318,0.7716633050371006,0.7940903293954387,0.8005590044414254,0.8107581387645155,0.18519866150893016,0.1895682976544807,0.2021465468730273,0.21266936260903888,0.25472649040160966,0.7452735070441724,0.7873306350546054,0.797853450728776,0.8104316999890574,0.8148013361006226
54,0.18565336366038596,0.19535623364077206,0.20368349058197804,0.21041666617959104,0.24601919050343052,0.7539808070561307,0.7895833315055941,0.79631650711584,0.8046437640237136,0.8143466339652871,0.18502753588861118,0.18934915438017083,0.20012378829125888,0.21121832923000378,0.254769037057649,0.7452309603961303,0.7887816684395784,0.7998762093259985,0.8106508432672427,0.8149724617227389
55,0.17948544304035915,0.1884129963007987,0.2051855650101475,0.22517746175992015,0.2774810932540393,0.72251890420012,0.7748225358964684,0.7948144326117479,0.8115870011683206,0.820514554585459,0.18473560983560539,0.18844732778522527,0.19974448144619344,0.20875210248536286,0.25062113416269854,0.7493788633974457,0.7912478951852289,0.8002555161801361,0.8115526698573414,0.8152643878102388
56,0.1745434504360934,0.1793102782822533,0.18304614433616034,0.21266028376381196,0.23949519293706814,0.7605048045311887,0.7873397136890455,0.8169538528041239,0.820689719176971,0.825456547010905,0.18390414450283155,0.187426199354484,0.1980865082094526,0.2071085986240724,0.2511519000592683,0.7488480974954166,0.7928913990330707,0.8019134894315936,0.8125737982831497,0.8160958531300286
57,0.17232163744171705,0.17790149764160304,0.19663359737777159,0.22102273786842885,0.31394615973002954,0.6860538378246195,0.7789772595794717,0.8033664000494771,0.8220984996276853,0.8276783599925774,0.18306868194896694,0.18714985541695425,0.1972680000331394,0.20823525823758104,0.24901000788264605,0.750989989631212,0.791764739420115,0.8027319976156553,0.8128501422227039,0.8169313156695648
58,0.17854942782750435,0.191163858376003,0.2020358323076299,0.22719802979198134,0.25364146369567064,0.74635853367392,0.7728019676421668,0.7979641650838105,0.8088361391852372,0.8214505695565723,0.1826306899323931,0.18540475676783294,0.19719506433256265,0.2083290751525499,0.24723977634571007,0.7527602211595229,0.7916709225048678,0.8028049333047583,0.8145952408535518,0.8173693077047396
59,0.18684675016676378,0.19165047158200532,0.19947739887644847,0.21705555500993545,0.2645108298367497,0.7354891676121776,0.7829444424761756,0.8005225985105485,0.8083495260287602,0.813153247321693,0.18214221950121373,0.18434085123894628,0.19542530647991374,0.2074797999301192,0.2473176180459676,0.7526823794622189,0.7925201977186351,0.8045746911563469,0.8156591463831177,0.8178577781152758
60,0.16882026362643549,0.18021731037908098,0.19336643315484003,0.20733673559207536,0.22296031382690962,0.7770396838442317,0.7926632622396416,0.8066335644724103,0.8197826874008919,0.8311797339851705,0.1813950992985372,0.1843047991304857,0.19476767448147644,0.20542247048774237,0.24632972550365753,0.7536702719986349,0.794577527145658,0.8052323231488916,0.8156951985192006,0.8186048983163885
61,0.17010318896414992,0.1797412620060116,0.1827682753163638,0.1914096587274156,0.23582457155040848,0.764175426327249,0.8085903389833359,0.817231722353045,0.8202587356772609,0.8298968085703149,0.1813742344504704,0.18421758889272205,0.19280828511679987,0.20446747463687262,0.2452838881306727,0.7547161093716923,0.7955325230002507,0.8071917125216688,0.8157824087200797,0.8186257631680247
62,0.18840472918656764,0.19460148872382504,0.20844191320135075,0.2255982442709519,0.2631727709376162,0.7368272266913681,0.7744017533462735,0.7915580845681938,0.8053985091043849,0.8115952686250237,0.18005318613422944,0.18378620173475338,0.19136818028143726,0.20508088453205897,0.24602621746861883,0.7539737800335653,0.7949191129924329,0.808631817358378,0.8162137959213086,0.8199468114971313
63,0.16725770802875514,0.17779381620611567,0.19581756940156836,0.21805356240898346,0.25580808023141927,0.744191917513891,0.7819464353911122,0.804182428444858,0.8222061817197577,0.8327422897642802,0.17955368796753593,0.18359047161372116,0.1875327923167735,0.2046687840973075,0.2445545075729492,0.7554454899291277,0.7953312134314446,0.8124672053209847,0.8164095260392091,0.8204463096534589
64,0.16500016556431013,0.17863858628425905,0.19268467329751743,0.21784745354865473,0.2888665776517023,0.7111334201356495,0.7821525442112108,0.8073153244875753,0.8213614114710059,0.8349998321002287,0.1793756114625531,0.18259120379340726,0.18657656952192211,0.2058253169618998,0.2448607306111279,0.7551392667925991,0.7941746806865777,0.8134234281292823,0.8174087938326172,0.8206243861729768
65,0.1803754151087606,0.18645826412275276,0.1919688236852292,0.19663237445966297,0.2126850311864345,0.787314966574208,0.8033676231833292,0.8080311740686311,0.8135417333213252,0.8196245827283173,0.1792231965708399,0.18043456963761487,0.1861721144074332,0.2061933479550627,0.23989268144137033,0.7601073159509563,0.7938066496901198,0.8138278832025527,0.8195654279872167,0.8207768010657693
66,0.16933378153258077,0.17355839985857896,0.19379072703762118,0.20445553987764986,0.2730208833141666,0.726979114453763,0.7955444577844568,0.806209270646921,0.8264415977839356,0.8306662161321536,0.1778539204750051,0.18003911663640468,0.18633245297695344,0.2062902791199882,0.23872394562803526,0.7612760517654594,0.7937097184236411,0.8136675446345069,0.8199608809771916,0.8221460771701932
67,0.1634018422766404,0.1742419857678483,0.18244609118303004,0.20266089058974807,0.2643542753662891,0.7356457223074011,0.7973391069459246,0.8175539062900158,0.8257580117810296,0.8365981553477395,0.17727686734455758,0.18021718249629698,0.18625778985231947,0.20276106375182176,0.24079642298834453,0.759203574425075,0.7972389337532535,0.813742207764043,0.819782815135182,0.8227231302902508
68,0.16454946143644297,0.17716029160770344,0.19007829932608322,0.20380148811955776,0.2518482818519981,0.7481517155445738,0.7961985093250079,0.8099216983053485,0.8228397059841022,0.8354505360229112,0.17521754289754632,0.18070262575474894,0.18548374979099605,0.19821161877091215,0.23857669694610797,0.7614233004500777,0.8017883786006461,0.8145162478559148,0.8192973718689267,0.8247824546992478
69,0.16499999955501413,0.1746177750748275,0.1862693737088521,0.1983934958585972,0.23783089320670012,0.7621691042940786,0.8016065015673838,0.8137306238075563,0.8253822222748028,0.8349999978604167,0.17540958604351728,0.1794033354178432,0.18546044607366907,0.2003459170532748,0.23461266904613873,0.7653873283392462,0.7996540803472477,0.8145395515713851,0.820596662212645,0.8245904115737945
70,0.162947519366816,0.1741202363283014,0.18484906226464143,0.19453890365806867,0.27696953864125046,0.7230304589789014,0.8054610938025347,0.8151509353285675,0.8258797609212178,0.8370524781601429,0.17429144009015876,0.17942902124653765,0.1856277208239348,0.1963970369317139,0.22599699199782458,0.7740030053757019,0.8036029605822171,0.8143722768074528,0.8205709763880595,0.8257085575159724
71,0.16917922903798258,0.176716269646225,0.1851828219355932,0.1977816541145092,0.22496725227431377,0.7750327453520109,0.8022183434643505,0.8148171754723241,0.8232837280657662,0.8308207683433686,0.1738943678114931,0.17803684270046213,0.18483037822606058,0.19500172537923835,0.22373782948987736,0.7762621678811136,0.8049982721097012,0.8151696194138076,0.8219631549239237,0.8261056297981155
72,0.16600727418331618,0.17558536544252892,0.1840862011245673,0.20095018271185,0.24445892204971242,0.7555410756482589,0.7990498148177346,0.8159137965431631,0.8244146322160077,0.8339927235961897,0.1739365478935758,0.17693616884394642,0.1839369330454203,0.19336519736620988,0.2250754210638049,0.7749245763193765,0.8066348001212441,0.8160630645910844,0.8230638287861977,0.8260634497153109
73,0.16842847818424767,0.17699824987673607,0.18621575301150112,0.19868646934525333,0.22888274784471946,0.7711172499544849,0.8013135284655296,0.8137842447693602,0.8230017479571332,0.8315715193243386,0.17414731404208889,0.17776641062805273,0.18205679577662717,0.19625522133328313,0.21804624927047522,0.7819537480878226,0.8037447761808777,0.8179432018591395,0.8222335870138581,0.8258526835944298
74,0.1647623634681456,0.17126874141971687,0.19192221988782163,0.2206985289498521,0.2520754254158968,0.747924572316882,0.7793014689571858,0.8080777778673709,0.8287312562869801,0.8352376343405886,0.17321224054424347,0.1777547867708097,0.18074596409699115,0.19079430911726397,0.22221291592816203,0.7777870814569702,0.8092056883821546,0.8192540333891896,0.8222452108762988,0.8267877570871064
